siHNRNPa1_t0_Scr_rep_1	siHNRNPa1_t0_Scr_rep_2	siHNRNPa1_t0_Tyr_rep_1	siHNRNPa1_t0_Tyr_rep_2	siHNRNPa1_t8_Scr_rep_1	siHNRNPa1_t8_Scr_rep_2	siHNRNPa1_t8_Tyr_rep_1	siHNRNPa1_t8_Tyr_rep_2
LACC1	357	289	530	357	253	293	299	154
LACE1	217	198	372	319	144	245	256	129
LACRT	0	0	0	0	0	0	0	0
LACTB	632	522	1087	752	422	631	597	259
LACTB2	468	382	737	534	384	499	551	239
LACTB2-AS1	218	175	338	213	104	202	239	94
LACTBL1	0	0	0	0	0	1	0	0
LAD1	4926	3887	8930	6686	1854	3796	4000	1821
LAG3	9	7	17	16	12	30	31	10
LAGE3	497	346	875	484	287	557	648	257
LAIR1	0	0	0	0	0	0	2	0
LAIR2	0	0	0	0	0	0	0	0
LALBA	0	0	0	0	0	0	0	0
LAMA1	116	88	214	138	92	180	223	113
LAMA2	37	26	56	37	8	24	31	15
LAMA3	18296	14748	30799	20775	10262	17674	19218	9705
LAMA4	25	15	32	18	9	17	22	7
LAMA5	20818	15572	34393	24461	12407	22658	26258	11339
LAMA5-AS1	247	190	399	304	172	289	360	171
LAMB1	15947	13107	25704	18903	4358	8401	8831	4203
LAMB2	3039	2253	4646	3455	2051	3553	4113	1716
LAMB2P1	1	1	3	4	7	17	20	6
LAMB3	16502	13504	25852	17626	4832	8554	9757	4467
LAMB4	4	4	1	5	1	3	6	0
LAMC1	18558	14680	30695	20759	10691	18647	18820	9337
LAMC2	31933	25253	54339	36464	16666	29140	33597	16171
LAMC3	0	0	0	1	0	1	0	0
LAMP1	9577	7686	15922	11818	8353	14357	16133	7248
LAMP2	5134	4222	8051	5980	4260	5725	5894	2752
LAMP3	436	414	559	278	689	955	865	513
LAMP5	0	0	0	0	0	0	0	0
LAMP5-AS1	0	2	0	0	0	0	0	1
LAMTOR1	3468	2753	5653	4414	1854	3460	4163	1658
LAMTOR2	1524	1262	2570	1939	1201	2379	2722	1176
LAMTOR3	1009	867	1632	1218	580	869	828	447
LAMTOR4	1934	1484	3086	2282	1489	2999	3289	1357
LAMTOR5	2739	2311	4634	3397	2293	3968	4260	1848
LAMTOR5-AS1	12	7	17	12	27	35	39	22
LANCL1	2659	2289	4204	3328	2575	3092	3358	1713
LANCL1-AS1	12	9	17	10	4	2	3	1
LANCL2	701	609	1285	930	317	571	599	255
LANCL3	46	32	62	45	13	22	16	11
LAP3	4477	3928	7217	4542	3865	6342	5876	3080
LAPTM4A	5194	4304	8296	6186	4271	7005	7220	3349
LAPTM4B	8806	7099	14747	11338	7843	12121	13239	6269
LAPTM5	12	26	35	35	26	51	52	20
LARGE	238	170	385	295	59	104	110	56
LARGE-AS1	0	0	0	1	0	0	1	0
LARP1	22582	17522	36635	26046	5020	8708	8990	4336
LARP1B	968	855	1709	1278	502	841	894	384
LARP4	3038	2517	5055	3806	2190	2369	2491	1358
LARP4B	3632	2896	6043	4545	919	1531	1805	896
LARP6	190	179	358	234	50	93	109	40
LARP7	2440	2060	3969	2988	883	1490	1476	729
LARS	11583	9705	19482	13979	7622	13320	13982	7021
LARS2	3190	2649	5624	4010	1604	3083	3301	1507
LARS2-AS1	1	0	1	3	0	0	1	1
LAS1L	4291	3528	7467	5452	2358	4693	5175	2448
LASP1	7555	5661	13017	9632	3012	5543	6172	2742
LAT	38	25	42	33	42	124	135	66
LAT2	34	23	44	40	41	63	93	29
LATS1	1351	1112	2197	1486	418	487	615	306
LATS2	758	587	1334	885	505	659	803	362
LAX1	1	0	2	1	0	0	3	0
LAYN	0	0	0	0	1	0	0	1
LBH	13	10	16	7	1	3	0	0
LBHD1	3288	2488	5520	4054	1266	2678	2913	1317
LBP	0	0	0	0	2	0	0	1
LBR	13335	10951	21692	16375	4858	6314	6426	3253
LBX1	0	0	0	0	0	0	0	0
LBX1-AS1	0	1	2	2	0	0	1	0
LBX2	12	6	11	10	8	24	29	6
LBX2-AS1	14	8	19	18	19	46	55	17
LCA10	3	2	3	3	0	3	2	0
LCA5	101	91	152	112	18	22	27	20
LCA5L	20	13	24	9	17	13	16	8
LCAL1	150	130	199	134	24	35	49	26
LCAT	157	122	277	185	272	453	582	295
LCE1A	1	0	0	0	1	3	1	4
LCE1B	5	7	17	4	21	23	40	12
LCE1C	9	1	6	4	10	28	32	15
LCE1D	0	0	0	0	1	0	0	1
LCE1E	8	7	18	8	34	67	75	26
LCE1F	0	1	1	0	0	0	2	1
LCE2A	0	0	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0	1	0
LCE2C	0	0	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0	0	0
LCE3A	0	0	1	0	0	0	0	0
LCE3B	0	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0
LCE3D	1	0	1	1	0	0	1	1
LCE3E	0	0	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0	0	1
LCE6A	0	0	0	0	0	1	0	0
LCK	0	0	0	0	0	1	0	0
LCLAT1	952	818	1553	1115	531	722	731	369
LCMT1	562	476	908	783	269	516	531	264
LCMT1-AS1	7	9	26	12	9	13	23	10
LCMT1-AS2	0	0	1	0	1	0	0	0
LCMT2	748	645	1331	915	193	316	375	184
LCN1	0	0	0	0	0	0	0	0
LCN10	0	2	1	1	0	1	1	1
LCN12	1	1	1	0	0	6	5	1
LCN15	1	0	0	0	0	1	1	2
LCN2	10	11	17	13	13	24	33	17
LCN6	0	0	0	0	0	0	0	0
LCN8	0	0	0	0	0	0	0	0
LCN9	0	0	0	0	0	0	3	1
LCNL1	0	0	0	0	0	0	0	1
LCOR	682	569	1044	817	532	516	651	341
LCORL	810	735	1349	1032	216	356	381	166
LCP1	352	300	612	469	201	387	379	199
LCP2	0	0	0	0	0	0	0	0
LCT	4	1	1	0	3	7	11	4
LCTL	519	434	823	655	230	424	458	224
LDAH	873	744	1526	1028	438	759	804	439
LDB1	1530	1156	2702	1941	1010	2113	2381	1146
LDB2	0	0	0	0	0	0	0	0
LDB3	11	6	19	24	30	48	34	15
LDHA	69502	56503	121076	89252	43069	81536	84377	40774
LDHAL6A	16	8	17	9	2	4	5	0
LDHAL6B	1	2	5	2	4	8	14	16
LDHB	39906	32833	67766	49971	32921	61353	65347	30419
LDHC	3	0	1	2	7	5	3	2
LDHD	1	3	4	2	1	6	2	1
LDLR	5658	4773	10152	7471	416	700	777	359
LDLRAD1	1	0	0	0	0	1	0	0
LDLRAD2	671	531	1169	827	375	665	787	356
LDLRAD3	1292	1060	2081	1494	451	709	787	346
LDLRAD4	2	4	1	3	24	30	39	17
LDLRAD4-AS1	0	0	0	0	0	0	0	0
LDLRAP1	1675	1325	2830	2023	624	1180	1203	579
LDOC1	528	389	865	743	302	638	825	341
LDOC1L	1435	1111	2342	1705	178	302	276	156
LEAP2	39	35	65	40	50	92	91	49
LECT1	1	1	0	0	1	2	3	1
LECT2	0	0	0	0	0	0	0	0
LEF1	199	172	335	253	57	96	97	60
LEF1-AS1	26	18	36	27	11	12	15	7
LEFTY1	0	0	1	0	8	18	9	9
LEFTY2	1	0	0	0	9	11	17	8
LEKR1	14	13	28	24	21	12	26	13
LELP1	0	0	0	0	0	0	0	0
LEMD1	2	0	2	2	4	9	7	3
LEMD1-AS1	0	0	0	0	0	0	1	1
LEMD2	1497	1248	2670	1825	584	1015	1141	527
LEMD3	1220	934	2053	1454	159	246	266	119
LENEP	1	3	2	3	3	5	2	5
LENG1	211	189	347	282	5	17	19	9
LENG8	3222	2380	4994	3980	4055	7134	10091	4117
LENG8-AS1	55	50	75	76	49	99	105	46
LENG9	268	214	463	341	119	223	294	85
LEO1	1686	1539	2897	2158	170	306	323	171
LEP	0	0	0	0	0	5	4	2
LEPR	568	454	917	720	449	567	632	271
LEPROT	1995	1630	3296	2503	1413	1909	2085	1033
LEPROTL1	684	550	1166	832	324	668	727	304
LETM1	6144	4844	10712	7652	3848	7128	7861	3663
LETM2	417	325	807	571	98	197	182	77
LETMD1	1402	1190	2159	1690	716	1268	1398	652
LEUTX	0	0	0	0	0	0	0	0
LFNG	217	142	296	244	18	30	37	23
LGALS1	18136	14669	30271	22376	12172	24872	27459	12431
LGALS12	0	0	0	0	0	0	1	0
LGALS13	0	0	0	0	0	0	0	0
LGALS14	0	0	0	0	0	0	1	0
LGALS16	0	0	0	0	0	0	0	0
LGALS17A	0	0	0	0	0	0	0	0
LGALS2	2	2	9	6	1	5	4	0
LGALS3	3103	2613	5503	3912	2783	4942	5358	2484
LGALS3BP	9621	8063	15239	10476	6827	12297	13273	6059
LGALS4	3	2	3	1	10	10	35	7
LGALS7	0	0	2	0	2	1	2	1
LGALS7B	6	3	10	8	8	12	10	7
LGALS8	4737	4107	7775	5609	2893	4832	5076	2637
LGALS8-AS1	160	129	274	188	79	138	170	104
LGALS9	116	89	117	42	113	173	153	69
LGALS9B	0	0	1	0	1	2	1	0
LGALS9C	0	0	3	0	1	1	0	4
LGALSL	481	376	763	529	136	209	201	104
LGI1	0	0	0	0	0	1	0	0
LGI2	2	5	3	2	1	1	2	0
LGI3	0	0	0	0	0	0	1	0
LGI4	4	1	5	5	4	7	14	8
LGMN	944	773	1566	1169	807	1476	1667	729
LGR4	996	847	1644	1151	186	194	204	120
LGR5	0	0	0	1	52	70	74	36
LGR6	5	3	6	6	1	5	5	3
LGSN	0	0	0	0	0	0	1	0
LHB	4	5	15	8	4	12	8	5
LHCGR	0	0	0	0	0	0	0	0
LHFP	112	81	222	125	43	65	87	48
LHFPL1	0	0	0	0	0	0	0	0
LHFPL2	2211	1744	3572	2500	298	485	450	255
LHFPL3	0	0	0	0	0	1	0	0
LHFPL3-AS1	0	0	0	0	2	1	2	0
LHFPL3-AS2	0	0	0	0	4	4	4	2
LHFPL4	3	3	0	0	6	10	12	5
LHFPL5	2	0	1	0	0	0	3	1
LHPP	39	37	51	30	38	66	69	28
LHX1	57	36	78	54	8	13	9	3
LHX2	39	26	71	56	12	23	29	10
LHX3	0	0	3	4	1	2	4	2
LHX4	147	114	192	156	46	84	114	43
LHX4-AS1	360	294	493	412	155	297	391	157
LHX5	0	0	0	0	0	0	0	0
LHX5-AS1	0	0	0	0	0	0	0	0
LHX6	2	0	2	5	0	2	2	2
LHX8	0	0	0	0	0	0	0	0
LHX9	0	3	12	5	0	2	2	2
LIAS	566	479	1041	695	239	487	484	200
LIF	307	227	476	346	228	347	463	220
LIFR	315	307	523	370	158	147	196	85
LIFR-AS1	23	17	14	25	7	18	14	8
LIG1	2661	2177	4802	3492	1957	3851	4514	1988
LIG3	1475	1247	2629	1852	503	1050	1098	510
LIG4	612	542	988	714	541	717	804	431
LILRA1	0	0	0	0	0	0	0	1
LILRA2	0	0	0	0	0	0	0	0
LILRA3	0	0	0	0	0	0	0	0
LILRA4	0	0	0	0	0	0	0	0
LILRA5	1	0	1	0	0	0	0	0
LILRA6	0	0	0	2	0	1	2	0
LILRB1	0	0	0	0	0	0	0	0
LILRB2	0	0	0	0	0	0	0	0
LILRB3	2	5	8	6	1	5	4	0
LILRB4	0	0	0	0	0	0	0	0
LILRB5	0	1	0	0	0	0	0	0
LILRP2	0	0	0	0	0	0	0	0
LIM2	0	0	0	0	0	0	0	0
LIMA1	2198	1896	3688	2625	1168	1760	1798	952
LIMCH1	760	574	1223	965	312	550	558	298
LIMD1	2240	1828	3624	2851	1777	2891	3409	1604
LIMD1-AS1	702	612	1212	918	656	978	1084	506
LIMD2	44	37	86	67	16	26	33	19
LIME1	464	349	799	633	463	886	1023	459
LIMK1	3219	2373	5384	3952	1097	2063	2295	982
LIMK2	2211	1750	3740	2860	1173	2132	2494	1172
LIMS1	1414	1108	2128	1680	1289	1291	1296	644
LIMS2	0	0	0	0	0	1	1	2
LIMS3	0	0	0	0	0	0	0	0
LIMS3-LOC440895	0	0	0	0	0	0	0	0
LIMS3L	0	0	0	0	0	0	0	0
LIN28A	3	0	1	0	1	4	3	0
LIN28B	0	0	0	0	0	0	1	0
LIN37	167	132	302	225	52	77	81	34
LIN52	463	338	695	551	234	442	428	217
LIN54	637	556	1042	751	150	172	230	111
LIN7A	1	0	1	0	3	4	8	7
LIN7B	33	23	41	35	9	15	9	4
LIN7C	835	705	1312	984	731	721	730	395
LIN9	1088	986	1907	1410	287	396	367	229
LINC-PINT	136	115	192	164	55	78	98	57
LINC-ROR	3	3	1	4	3	3	4	2
LINC00028	0	0	0	0	0	0	0	0
LINC00029	0	0	0	0	0	0	0	0
LINC00032	2	4	3	6	1	2	9	0
LINC00051	1	0	0	0	0	0	0	0
LINC00052	0	0	0	0	1	0	0	0
LINC00092	1	0	0	2	0	1	1	0
LINC00094	871	721	1466	987	294	533	582	258
LINC00102	0	0	2	1	0	1	0	0
LINC00106	16	15	25	21	27	50	77	29
LINC00111	0	0	0	0	0	0	0	0
LINC00112	0	0	0	0	0	0	0	0
LINC00113	0	0	1	0	0	1	1	0
LINC00114	0	0	0	0	0	0	0	0
LINC00115	31	26	43	39	10	21	22	6
LINC00116	970	795	1598	1228	605	1212	1445	586
LINC00152	525	418	891	718	271	517	583	267
LINC00158	0	0	0	0	2	1	1	0
LINC00159	0	0	0	0	0	1	0	0
LINC00160	0	0	0	0	0	1	0	0
LINC00161	0	0	0	0	0	0	0	0
LINC00162	0	0	0	0	0	0	0	1
LINC00163	1	0	0	0	0	0	0	0
LINC00167	19	11	30	25	3	7	14	8
LINC00173	3	1	3	1	1	1	2	1
LINC00174	79	69	130	94	116	213	274	121
LINC00176	8	3	11	7	26	58	48	33
LINC00184	10	3	10	10	4	10	11	6
LINC00189	0	0	0	0	0	1	0	0
LINC00200	0	0	0	0	0	0	1	0
LINC00202-1	10	6	8	14	46	66	107	42
LINC00202-2	0	0	0	0	2	2	2	0
LINC00207	0	0	0	0	0	0	0	0
LINC00208	0	0	0	0	0	0	0	0
LINC00210	0	0	0	0	0	0	0	0
LINC00211	0	0	0	0	0	1	0	0
LINC00221	0	0	0	0	0	0	0	0
LINC00222	0	1	2	0	0	0	1	0
LINC00226	0	0	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0	0	0
LINC00235	13	11	28	17	6	9	6	5
LINC00238	0	5	1	2	0	2	4	2
LINC00239	17	11	18	5	4	2	5	2
LINC00240	12	13	37	14	14	23	20	12
LINC00242	11	7	22	10	6	8	18	8
LINC00243	4	1	9	4	0	5	3	0
LINC00244	0	0	0	0	0	0	0	0
LINC00251	0	0	0	0	0	0	0	0
LINC00254	0	0	0	0	0	0	0	0
LINC00260	7	8	12	7	0	4	1	0
LINC00261	0	0	0	0	0	0	0	0
LINC00264	0	0	0	0	0	0	0	0
LINC00265	129	88	216	149	28	57	56	31
LINC00266-1	2	5	4	3	0	1	6	1
LINC00266-3	0	0	1	0	0	0	3	0
LINC00269	0	0	0	0	0	1	0	0
LINC00271	2	0	4	1	1	1	0	1
LINC00272	1	0	2	0	1	0	0	0
LINC00273	0	0	0	0	0	0	0	0
LINC00276	0	0	0	0	0	0	0	0
LINC00278	0	0	0	0	0	0	0	0
LINC00280	0	0	0	0	0	0	0	0
LINC00282	0	0	0	3	4	9	6	5
LINC00284	1	0	0	0	0	1	2	1
LINC00290	0	0	0	0	0	0	0	0
LINC00293	0	1	1	0	0	0	0	0
LINC00294	189	174	310	206	109	146	192	83
LINC00297	0	0	0	0	0	0	0	0
LINC00298	0	0	0	0	0	0	0	0
LINC00299	0	0	0	0	0	0	0	0
LINC00301	0	0	0	0	0	0	0	0
LINC00303	0	0	0	0	0	0	0	0
LINC00304	0	0	0	0	1	7	3	1
LINC00305	0	0	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0	0	0
LINC00309	0	1	0	0	0	0	0	0
LINC00310	2	2	2	4	0	0	1	4
LINC00311	2	2	8	5	4	2	12	9
LINC00312	1	1	0	1	0	0	0	0
LINC00313	0	0	0	0	0	0	0	0
LINC00314	0	0	0	0	0	0	0	1
LINC00316	0	0	0	0	0	1	0	0
LINC00317	0	0	0	0	0	0	0	0
LINC00319	0	1	0	1	1	0	1	0
LINC00320	0	0	0	0	0	0	0	0
LINC00322	0	0	0	0	0	0	0	0
LINC00323	0	0	0	0	0	1	0	0
LINC00324	4	4	17	7	12	14	23	13
LINC00326	0	0	0	0	0	0	0	0
LINC00327	4	1	4	3	1	2	2	3
LINC00330	0	0	0	0	0	0	0	0
LINC00331	0	0	0	0	0	0	0	0
LINC00332	4	4	7	4	2	4	2	3
LINC00333	0	0	0	0	0	0	0	0
LINC00336	0	0	0	0	0	0	0	0
LINC00337	8	2	9	2	1	5	4	5
LINC00339	189	162	288	207	50	106	118	56
LINC00341	22	15	48	23	13	23	18	14
LINC00342	144	120	219	168	53	106	122	69
LINC00343	0	0	0	0	0	0	0	0
LINC00346	29	25	31	26	3	3	7	0
LINC00347	0	0	0	0	0	0	1	0
LINC00348	0	0	0	0	0	0	0	0
LINC00350	0	0	0	0	0	0	0	0
LINC00351	0	0	0	0	0	0	0	0
LINC00353	0	0	1	0	0	0	0	0
LINC00354	0	0	0	0	0	0	0	0
LINC00358	0	0	0	0	0	0	0	0
LINC00359	0	0	0	0	0	0	0	0
LINC00363	0	0	0	0	0	1	0	0
LINC00364	0	0	0	0	0	0	0	0
LINC00365	4	4	9	5	3	5	5	5
LINC00366	0	0	0	0	0	0	0	0
LINC00367	0	0	0	0	0	0	1	0
LINC00368	0	0	0	0	0	0	0	0
LINC00371	0	0	0	0	0	1	0	0
LINC00375	0	0	0	0	0	0	1	0
LINC00376	0	0	0	0	0	0	0	0
LINC00377	0	0	0	1	0	0	0	0
LINC00378	0	0	0	0	0	0	0	0
LINC00379	0	0	0	0	0	0	0	0
LINC00380	0	0	0	0	0	0	0	0
LINC00381	0	0	0	0	0	0	0	0
LINC00382	0	0	0	0	0	0	0	0
LINC00383	0	0	0	0	0	0	0	1
LINC00392	0	0	0	0	0	0	0	0
LINC00395	0	0	0	0	0	0	0	0
LINC00396	0	0	0	0	0	0	0	0
LINC00397	0	0	0	0	0	0	0	0
LINC00398	0	0	0	1	0	0	0	0
LINC00399	0	0	0	0	0	0	0	0
LINC00400	9	7	4	12	1	2	5	0
LINC00403	0	0	0	0	0	0	0	0
LINC00408	0	0	0	0	0	0	0	0
LINC00410	0	0	0	0	0	0	0	0
LINC00411	0	0	0	0	0	0	0	0
LINC00412	0	0	1	0	2	4	6	3
LINC00417	0	0	0	0	0	0	2	0
LINC00421	0	0	0	0	0	0	0	0
LINC00423	0	0	0	0	0	1	0	0
LINC00424	0	0	0	0	0	0	0	0
LINC00426	0	0	1	0	0	0	0	1
LINC00428	0	0	0	0	0	0	0	0
LINC00431	5	1	2	3	1	0	1	0
LINC00433	0	0	0	0	0	0	0	0
LINC00434	0	0	0	0	0	0	0	0
LINC00437	0	0	0	0	0	0	0	0
LINC00440	0	0	0	0	0	0	0	0
LINC00441	0	0	6	2	2	2	6	3
LINC00442	0	0	0	0	0	0	0	0
LINC00443	0	0	0	0	1	1	0	0
LINC00445	0	0	0	0	0	0	0	0
LINC00446	0	0	0	0	0	0	0	0
LINC00448	0	0	0	0	0	0	0	0
LINC00452	0	0	0	0	0	0	0	0
LINC00456	0	0	0	0	0	0	0	0
LINC00457	0	0	0	0	0	0	0	0
LINC00458	0	0	0	0	0	2	0	0
LINC00460	285	180	400	272	150	306	294	130
LINC00461	0	0	0	0	0	0	0	0
LINC00462	0	0	0	0	0	0	0	0
LINC00463	0	0	0	0	0	0	0	0
LINC00466	1	0	2	3	1	3	1	1
LINC00467	421	414	785	534	408	827	865	384
LINC00469	0	0	0	0	0	0	0	0
LINC00470	0	0	0	0	0	0	0	0
LINC00471	55	44	85	69	29	72	64	30
LINC00472	33	25	56	52	6	19	19	10
LINC00473	166	153	260	199	16	39	47	17
LINC00474	0	0	0	0	0	0	0	0
LINC00475	0	1	0	0	0	2	0	1
LINC00476	289	219	426	325	378	704	722	360
LINC00477	1	0	1	0	0	0	0	0
LINC00479	0	0	1	1	2	2	1	1
LINC00482	3	2	3	3	1	6	5	3
LINC00483	0	0	0	0	4	1	3	1
LINC00485	1	0	1	0	0	0	0	0
LINC00486	1	0	0	0	0	1	2	0
LINC00487	0	0	0	0	0	0	0	0
LINC00488	0	1	0	0	0	0	0	0
LINC00489	0	0	0	0	0	0	0	0
LINC00491	0	0	0	0	0	0	1	0
LINC00492	0	0	0	0	0	0	0	0
LINC00493	1158	950	1893	1384	659	1324	1328	594
LINC00494	0	0	0	0	0	0	0	0
LINC00499	0	0	0	0	0	0	0	0
LINC00501	0	0	1	1	0	1	0	0
LINC00502	0	0	0	0	0	0	0	0
LINC00504	1	0	1	0	0	0	2	0
LINC00506	0	0	0	0	0	0	1	0
LINC00507	0	0	0	0	0	0	0	0
LINC00508	0	0	0	0	0	0	0	0
LINC00511	5	5	6	3	3	4	1	2
LINC00514	15	7	28	25	17	23	31	20
LINC00515	5	5	5	4	2	2	5	2
LINC00518	10	2	9	11	9	3	5	2
LINC00520	6	1	2	0	0	2	4	0
LINC00521	0	1	0	0	0	0	2	1
LINC00523	0	0	0	0	0	0	0	0
LINC00524	0	0	0	0	0	0	0	0
LINC00525	9	5	11	9	0	1	0	2
LINC00526	8	6	7	4	2	2	4	0
LINC00528	0	0	0	0	17	23	28	13
LINC00534	0	0	0	0	0	0	1	0
LINC00535	0	0	2	0	1	8	5	0
LINC00536	1	0	1	1	0	0	0	0
LINC00538	0	0	0	0	0	0	0	0
LINC00539	6	4	15	8	2	6	9	3
LINC00540	0	0	0	0	0	0	1	0
LINC00544	0	0	0	0	0	0	1	0
LINC00545	0	0	0	0	0	0	0	0
LINC00547	0	0	2	1	0	3	3	1
LINC00548	1	2	0	2	0	2	1	2
LINC00550	0	0	0	0	0	0	0	0
LINC00551	4	1	0	1	1	1	1	0
LINC00552	0	0	0	0	0	1	0	1
LINC00554	0	0	0	0	0	0	0	0
LINC00557	0	0	1	0	0	0	0	0
LINC00558	0	0	0	0	0	0	0	0
LINC00559	0	0	0	0	0	0	0	0
LINC00562	10	7	18	15	16	19	8	6
LINC00563	0	0	0	0	0	0	0	0
LINC00564	0	0	0	0	0	0	0	0
LINC00565	2	3	1	5	0	0	3	1
LINC00566	0	0	0	0	0	0	0	0
LINC00570	0	1	0	0	0	1	0	1
LINC00571	4	5	7	11	9	12	11	10
LINC00572	0	0	0	0	0	0	0	0
LINC00574	2	2	5	3	1	2	2	4
LINC00575	0	0	0	0	0	0	1	0
LINC00577	0	0	0	0	0	0	0	0
LINC00578	0	0	1	0	0	0	0	1
LINC00581	0	0	0	0	0	1	0	0
LINC00582	0	0	1	1	0	2	5	0
LINC00583	0	0	0	0	0	0	0	0
LINC00587	0	0	0	0	0	0	0	0
LINC00588	0	0	0	0	0	0	1	0
LINC00589	2	2	8	2	0	3	2	7
LINC00592	4	5	8	5	1	6	3	1
LINC00593	0	0	0	0	0	0	0	0
LINC00595	0	0	0	0	0	0	0	0
LINC00597	0	1	2	1	2	0	1	0
LINC00598	10	11	24	12	15	11	16	3
LINC00599	0	0	0	0	0	0	0	0
LINC00601	17	10	47	28	8	18	18	5
LINC00602	56	44	90	73	3	13	23	7
LINC00603	0	0	0	0	0	1	0	0
LINC00605	0	0	0	0	0	0	0	0
LINC00606	0	0	0	0	0	0	0	0
LINC00607	1	0	3	2	0	3	2	1
LINC00608	0	1	0	0	0	0	0	0
LINC00609	0	0	0	0	0	0	0	0
LINC00612	1	3	3	2	6	2	8	9
LINC00613	0	0	0	0	0	1	0	0
LINC00615	0	1	0	0	0	0	0	0
LINC00616	1	0	0	0	1	0	1	1
LINC00618	3	6	11	11	8	5	10	3
LINC00619	0	0	0	0	0	0	0	0
LINC00620	0	0	0	0	0	0	0	0
LINC00622	1	1	3	1	0	1	1	0
LINC00623	174	117	240	168	36	80	85	37
LINC00624	0	0	0	0	0	0	0	0
LINC00626	0	0	0	0	0	0	0	0
LINC00628	0	0	0	2	4	4	6	3
LINC00629	1	0	0	0	0	0	1	0
LINC00630	91	90	151	107	40	77	83	40
LINC00632	0	0	0	0	1	0	0	0
LINC00633	0	0	0	0	0	0	0	1
LINC00634	1	2	4	2	3	9	12	5
LINC00635	0	1	0	0	0	0	2	1
LINC00636	0	0	0	1	0	0	1	0
LINC00637	0	0	0	0	0	0	1	0
LINC00638	20	11	12	11	13	23	27	9
LINC00639	0	0	1	0	0	3	3	0
LINC00640	0	0	3	2	2	6	7	5
LINC00641	805	585	1284	944	546	804	910	442
LINC00642	0	0	0	0	0	0	0	0
LINC00643	0	0	0	0	0	1	1	0
LINC00644	0	0	0	0	0	0	0	0
LINC00645	0	0	0	0	0	0	0	0
LINC00648	0	0	0	0	0	0	0	1
LINC00649	0	0	1	1	0	2	0	1
LINC00652	23	20	35	21	4	5	6	2
LINC00654	0	1	0	0	2	3	5	4
LINC00656	0	0	0	0	1	3	4	0
LINC00657	9990	8449	16002	11833	3162	3876	4655	2331
LINC00658	0	0	0	0	0	0	0	0
LINC00659	2	2	5	3	1	1	0	2
LINC00661	0	0	0	0	0	0	0	0
LINC00662	154	129	281	195	133	243	227	121
LINC00663	19	36	43	22	26	47	68	20
LINC00664	0	0	0	0	0	1	0	0
LINC00665	702	570	1199	922	356	701	817	352
LINC00667	158	98	212	166	104	190	188	83
LINC00668	0	0	0	0	0	0	0	0
LINC00669	115	121	185	153	41	57	85	30
LINC00670	0	0	0	0	0	0	1	1
LINC00671	0	0	1	0	1	7	4	5
LINC00672	24	10	30	16	132	147	165	104
LINC00673	940	732	1474	1026	92	124	128	63
LINC00674	1475	1165	2220	1613	1348	2173	2241	1086
LINC00675	0	0	0	0	0	0	0	0
LINC00676	0	0	0	0	1	0	0	0
LINC00678	0	0	0	0	0	0	0	0
LINC00681	0	0	0	0	0	0	0	0
LINC00682	1	1	3	1	0	0	0	0
LINC00683	24	20	24	20	3	12	8	5
LINC00684	0	0	0	0	0	0	0	0
LINC00685	44	39	73	37	30	57	73	32
LINC00687	0	0	0	0	0	0	0	0
LINC00689	15	7	14	10	0	3	5	1
LINC00690	0	0	1	0	0	0	1	0
LINC00691	0	0	1	0	2	9	3	3
LINC00692	0	0	0	0	0	0	0	0
LINC00693	0	1	1	2	2	2	2	0
LINC00696	11	2	17	13	20	25	30	21
LINC00698	0	0	0	0	0	0	0	0
LINC00700	0	0	2	0	0	0	1	1
LINC00701	0	0	0	0	0	0	0	0
LINC00702	0	0	0	0	0	1	0	0
LINC00703	0	0	0	0	0	0	0	0
LINC00704	9	9	23	22	2	3	4	5
LINC00705	1	1	1	2	0	0	0	0
LINC00706	7	2	14	7	3	7	6	6
LINC00707	695	446	1241	1000	558	832	821	366
LINC00708	0	1	0	0	0	0	0	0
LINC00709	0	0	0	0	0	0	0	0
LINC00710	0	0	0	0	0	0	1	0
LINC00824	0	0	0	0	0	0	1	1
LINC00836	0	0	0	0	0	0	0	0
LINC00837	0	0	0	0	0	0	0	0
LINC00838	0	0	0	0	0	1	0	0
LINC00839	0	1	0	1	0	0	0	0
LINC00840	0	0	0	0	0	0	0	0
LINC00841	0	0	0	0	0	0	1	0
LINC00842	29	14	43	28	17	24	26	13
LINC00844	0	0	0	0	0	0	0	0
LINC00845	0	0	0	0	0	0	0	1
LINC00847	57	50	107	78	13	25	32	14
LINC00850	0	0	0	0	0	0	0	0
LINC00851	0	0	0	0	0	0	0	0
LINC00852	9	4	11	14	11	8	9	4
LINC00853	0	5	4	5	0	5	11	1
LINC00854	4	7	12	3	19	12	29	13
LINC00856	0	0	0	0	0	0	1	0
LINC00857	101	68	168	140	44	110	89	49
LINC00858	0	0	0	0	0	0	0	0
LINC00861	0	0	0	0	0	0	0	0
LINC00862	2	1	3	6	8	5	5	3
