siHNRNPa1_t0_Scr_rep_1	siHNRNPa1_t0_Scr_rep_2	siHNRNPa1_t0_Tyr_rep_1	siHNRNPa1_t0_Tyr_rep_2	siHNRNPa1_t8_Scr_rep_1	siHNRNPa1_t8_Scr_rep_2	siHNRNPa1_t8_Tyr_rep_1	siHNRNPa1_t8_Tyr_rep_2
LINC00864	0	0	0	0	0	0	0	0
LINC00865	0	0	0	0	9	17	22	8
LINC00866	0	0	0	0	0	0	0	0
LINC00867	0	0	0	0	1	1	1	0
LINC00869	105	91	207	122	27	64	70	36
LINC00870	0	0	0	0	0	0	0	0
LINC00871	0	0	0	0	0	0	0	0
LINC00877	0	0	0	0	0	0	0	0
LINC00879	0	0	0	0	0	0	0	0
LINC00880	6	8	8	9	13	16	10	7
LINC00881	0	0	1	1	0	0	3	0
LINC00882	11	6	15	17	12	15	13	5
LINC00883	284	250	409	276	46	76	103	46
LINC00884	0	1	4	0	0	0	4	0
LINC00885	2	5	4	1	1	2	3	1
LINC00886	35	27	49	28	22	23	22	12
LINC00887	12	20	26	34	21	36	42	20
LINC00888	82	58	157	100	49	93	97	53
LINC00889	0	1	1	0	0	1	0	0
LINC00890	0	0	0	0	0	0	1	0
LINC00891	0	0	0	0	0	0	0	0
LINC00892	0	0	0	0	0	0	0	0
LINC00893	19	9	29	17	30	51	63	27
LINC00894	31	18	47	28	18	53	69	23
LINC00895	0	0	0	0	0	0	0	0
LINC00896	18	13	27	17	5	9	13	5
LINC00898	0	0	0	0	0	0	0	1
LINC00899	60	41	103	70	30	56	54	28
LINC00900	0	0	0	0	0	0	0	0
LINC00901	0	0	0	0	0	0	0	0
LINC00904	0	0	0	0	0	0	0	0
LINC00905	0	0	0	0	0	0	0	0
LINC00906	0	0	0	0	0	0	0	0
LINC00907	1	0	4	1	1	2	2	1
LINC00908	0	0	2	0	0	0	1	0
LINC00909	383	275	577	389	224	362	420	210
LINC00910	54	43	66	64	16	51	50	28
LINC00911	0	0	0	0	0	3	0	0
LINC00917	0	0	0	0	0	0	0	1
LINC00919	0	0	0	0	0	0	0	0
LINC00920	22	16	32	21	3	6	9	6
LINC00921	5	15	21	12	4	9	17	8
LINC00922	0	0	0	0	0	0	0	0
LINC00923	0	0	0	0	0	0	0	0
LINC00924	0	0	0	0	0	0	0	0
LINC00925	0	0	1	0	0	0	0	0
LINC00926	10	3	17	12	87	147	171	71
LINC00927	0	0	0	0	0	0	0	0
LINC00928	0	0	0	1	0	0	0	0
LINC00929	0	0	0	0	0	0	0	0
LINC00930	0	0	0	0	0	0	0	0
LINC00933	7	3	15	11	4	12	11	4
LINC00934	0	0	0	0	0	0	0	0
LINC00935	0	2	0	0	0	0	3	0
LINC00936	32	23	57	36	12	10	16	14
LINC00937	0	2	1	1	0	3	0	0
LINC00938	178	163	260	184	52	111	107	47
LINC00939	0	1	1	2	0	3	1	2
LINC00940	0	0	0	0	1	1	0	1
LINC00941	445	317	704	493	235	366	388	214
LINC00942	8	7	9	5	0	4	3	2
LINC00943	0	0	0	0	0	0	0	1
LINC00944	0	0	0	0	0	0	0	0
LINC00945	0	0	0	0	0	0	0	0
LINC00950	1	4	2	2	4	15	12	6
LINC00951	0	0	0	0	0	0	0	0
LINC00954	3	1	1	2	11	12	22	7
LINC00955	0	0	0	0	0	0	0	0
LINC00957	3	5	6	3	2	6	6	2
LINC00958	0	0	1	0	0	2	2	0
LINC00959	19	16	33	22	26	38	45	19
LINC00960	0	0	0	0	0	0	0	0
LINC00961	7	7	8	11	7	8	11	0
LINC00963	135	117	282	158	33	92	76	45
LINC00964	0	0	1	1	0	0	0	2
LINC00965	1	0	0	0	1	0	1	0
LINC00967	0	0	0	0	3	1	6	1
LINC00968	0	0	0	1	0	0	0	0
LINC00969	72	61	107	76	35	64	86	38
LINC00970	0	0	0	0	0	0	1	0
LINC00971	0	0	0	0	0	0	0	0
LINC00974	0	0	0	0	0	0	0	1
LINC00977	0	0	1	0	0	0	0	0
LINC00982	0	0	0	0	0	0	0	0
LINC00987	64	59	112	72	25	53	61	22
LINC00989	0	0	1	0	0	0	0	0
LINC00992	0	0	0	0	0	0	0	0
LINC00993	0	0	0	0	0	0	0	0
LINC00994	0	0	1	1	0	0	0	0
LINC00996	0	0	0	0	0	0	0	0
LINC00997	181	159	277	230	163	259	250	127
LINC00998	836	685	1379	1082	737	917	928	476
LINC00999	40	31	85	55	27	34	48	18
LINC01000	990	842	1530	1126	349	667	824	389
LINC01001	8	7	18	5	3	8	7	1
LINC01002	3	1	7	3	0	3	2	1
LINC01003	57	68	142	83	62	65	55	19
LINC01004	243	217	242	243	71	100	121	58
LINC01005	0	0	0	0	0	0	0	0
LINC01006	0	0	0	0	0	0	0	0
LINC01007	0	0	0	0	0	0	0	0
LINC01010	0	1	1	0	0	3	2	0
LINC01011	32	22	42	34	7	9	26	6
LINC01012	62	44	110	79	22	39	48	12
LINC01013	0	0	0	1	0	0	0	0
LINC01014	1	0	0	0	2	0	0	0
LINC01015	0	0	0	0	0	0	0	0
LINC01016	0	1	0	0	0	0	0	0
LINC01017	0	0	0	0	0	0	0	0
LINC01018	0	0	0	0	3	6	4	1
LINC01019	0	0	0	0	0	0	0	1
LINC01020	0	0	0	0	0	0	0	0
LINC01021	2	0	1	1	11	23	29	16
LINC01023	27	19	39	21	25	25	31	18
LINC01024	52	49	91	73	80	92	121	73
LINC01028	0	0	0	0	0	0	0	0
LINC01029	0	0	0	0	0	0	0	0
LINC01030	0	0	1	1	0	0	5	0
LINC01031	0	3	2	1	1	1	2	4
LINC01032	3	1	3	7	0	13	17	4
LINC01033	0	0	0	0	0	0	0	0
LINC01036	0	0	0	0	0	1	0	0
LINC01038	0	0	0	0	0	0	1	0
LINC01039	0	1	3	2	2	4	4	1
LINC01040	0	0	0	0	0	0	0	0
LINC01044	0	0	0	0	0	0	0	0
LINC01046	0	0	0	0	0	0	0	2
LINC01047	0	0	0	0	0	0	0	0
LINC01048	0	0	0	0	0	0	0	0
LINC01049	0	0	0	0	0	1	1	0
LINC01050	0	0	0	1	0	0	0	0
LINC01053	0	0	0	0	0	0	1	0
LINC01054	0	1	0	0	0	3	1	0
LINC01055	0	0	0	0	0	0	0	1
LINC01056	0	0	0	0	0	0	0	0
LINC01057	7	7	14	9	8	10	17	9
LINC01058	5	0	7	0	0	1	1	2
LINC01060	0	0	0	0	0	0	0	0
LINC01061	78	61	99	85	37	67	110	48
LINC01063	5	5	8	7	2	11	10	7
LINC01065	0	0	0	0	0	0	0	0
LINC01068	7	11	21	15	3	4	12	12
LINC01069	0	0	0	0	0	0	0	0
LINC01070	0	0	0	0	0	0	0	0
LINC01072	0	1	0	0	0	2	0	0
LINC01075	0	0	0	0	0	0	0	0
LINC01080	0	0	0	0	0	0	0	0
LINC01081	0	0	0	0	0	0	0	0
LINC01082	0	0	0	0	0	0	0	0
LINC01085	1	1	0	1	0	0	0	0
LINC01087	0	0	0	0	0	1	3	0
LINC01088	9	5	9	7	2	7	4	4
LINC01089	75	67	111	93	115	193	274	130
LINC01090	0	0	0	0	0	0	0	0
LINC01091	0	0	0	0	0	0	0	0
LINC01093	0	1	4	7	1	3	0	0
LINC01094	22	15	30	21	15	20	14	7
LINC01095	0	0	0	0	0	0	1	0
LINC01096	0	1	0	0	0	2	0	1
LINC01097	0	0	0	0	0	1	0	0
LINC01098	1	0	1	3	0	0	0	0
LINC01099	0	0	0	0	0	1	1	0
LINC01100	0	0	0	0	0	0	0	0
LINC01101	0	0	0	1	0	0	0	0
LINC01102	0	0	0	0	0	0	0	0
LINC01103	0	0	0	0	0	0	0	0
LINC01104	0	0	0	0	0	1	0	0
LINC01105	0	0	0	0	0	0	1	1
LINC01106	12	7	16	10	3	5	5	8
LINC01107	1	0	1	0	0	0	1	0
LINC01108	0	0	0	0	0	0	0	1
LINC01111	0	0	0	0	0	0	0	0
LINC01114	0	0	0	0	0	0	0	0
LINC01115	0	0	0	0	0	0	0	0
LINC01116	117	108	208	171	63	123	131	47
LINC01117	9	3	16	10	4	5	10	6
LINC01118	0	0	0	1	1	1	2	0
LINC01119	13	4	2	8	1	1	3	2
LINC01120	0	0	0	0	0	0	0	0
LINC01121	22	11	37	20	6	11	9	5
LINC01122	1	0	0	0	0	1	1	1
LINC01123	44	33	56	49	22	45	30	24
LINC01124	1	0	1	2	0	0	0	1
LINC01125	10	17	19	12	41	73	62	30
LINC01126	3	11	9	7	7	22	19	12
LINC01127	0	1	1	0	2	0	2	0
LINC01128	311	227	566	434	179	282	331	142
LINC01132	0	0	1	0	0	1	2	0
LINC01133	39	33	43	37	31	57	66	36
LINC01134	6	6	12	12	10	28	21	10
LINC01135	1	1	6	2	1	0	2	0
LINC01136	0	2	2	0	5	4	5	2
LINC01137	138	125	210	166	119	217	200	99
LINC01138	147	129	243	153	123	238	267	119
LINC01139	0	0	0	0	0	0	0	0
LINC01140	6	6	17	7	24	35	38	24
LINC01141	0	0	1	0	0	2	2	0
LINC01142	0	0	0	0	0	0	0	0
LINC01143	0	0	0	0	0	0	0	0
LINC01144	3	9	6	9	2	7	6	1
LINC01146	0	0	0	0	0	0	0	0
LINC01150	0	0	0	0	0	0	0	0
LINC01151	0	0	0	0	0	0	0	0
LINC01152	0	0	0	0	0	0	0	0
LINC01158	0	0	0	0	0	0	1	0
LINC01159	1	0	1	0	0	0	0	0
LINC01160	1	0	2	7	3	4	3	2
LINC01162	0	0	0	0	0	0	0	0
LINC01163	0	0	0	0	0	0	0	0
LINC01164	0	0	0	0	0	3	6	1
LINC01166	0	0	0	0	0	1	0	0
LINC01167	0	0	0	0	0	0	0	0
LINC01168	0	0	0	0	0	0	0	0
LINC01169	0	0	0	0	0	1	0	0
LINC01170	0	0	0	0	0	0	1	0
LINC01176	24	12	27	24	54	109	83	54
LINC01177	0	0	0	0	0	0	0	0
LINC01179	17	11	19	18	0	9	13	8
LINC01180	0	0	0	0	0	0	1	0
LINC01182	0	0	0	0	1	0	0	0
LINC01184	326	273	571	435	145	289	330	143
LINC01185	0	0	0	1	2	0	1	0
LINC01186	14	12	27	15	9	9	11	7
LINC01187	0	0	0	1	0	0	0	0
LINC01189	0	0	0	0	0	0	0	0
LINC01191	0	1	0	0	4	3	3	6
LINC01192	0	0	0	0	0	0	0	0
LINC01193	1	2	4	6	0	3	0	0
LINC01194	0	0	0	0	0	0	0	0
LINC01195	0	0	0	0	0	0	0	0
LINC01197	0	0	0	0	0	0	0	0
LINC01198	0	1	0	0	0	1	0	1
LINC01201	0	0	0	0	0	0	0	0
LINC01202	0	0	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0	0	0
LINC01204	2	0	4	6	0	3	4	1
LINC01205	0	0	0	0	0	0	1	0
LINC01206	0	0	0	0	0	0	0	0
LINC01207	0	0	0	0	0	0	0	0
LINC01208	0	0	1	0	0	0	1	0
LINC01209	0	0	0	0	0	0	0	0
LINC01210	0	0	0	0	0	0	0	0
LINC01212	0	0	0	0	0	0	0	0
LINC01213	1	0	1	0	0	0	0	0
LINC01214	0	0	0	0	0	0	0	1
LINC01215	0	0	0	0	0	1	1	0
LINC01216	0	0	0	0	0	0	0	0
LINC01219	0	0	0	0	0	0	0	0
LINC01220	3	0	2	1	2	5	2	2
LINC01221	0	0	0	0	0	0	0	0
LINC01222	0	0	0	0	0	0	0	0
LINC01224	1	0	0	0	0	0	0	0
LINC01225	0	0	0	0	0	0	0	0
LINC01226	0	0	0	0	0	0	0	0
LINC01227	0	0	0	0	0	0	0	0
LINC01229	1	1	1	0	0	0	0	0
LINC01230	0	0	0	0	0	0	0	0
LINC01231	0	0	0	1	0	0	0	0
LINC01232	19	14	38	27	7	17	20	8
LINC01233	0	0	0	0	0	0	0	0
LINC01234	0	0	0	1	0	0	0	1
LINC01237	0	1	5	3	0	2	6	0
LINC01239	2	0	1	2	1	0	0	1
LINC01241	0	0	0	0	0	0	0	0
LINC01242	0	0	0	0	0	0	1	0
LINC01246	0	0	0	0	0	0	0	0
LINC01247	0	0	0	1	0	1	0	0
LINC01248	0	0	0	0	1	0	0	0
LINC01249	0	0	0	0	0	0	0	0
LINC01250	0	0	0	0	0	0	1	0
LINC01251	0	0	1	0	1	0	0	1
LINC01252	6	5	3	3	1	6	4	2
LINC01254	0	0	0	0	0	0	0	0
LINC01255	0	0	0	0	0	0	0	0
LINC01256	0	0	0	0	0	0	0	0
LINC01257	0	0	0	0	0	0	0	0
LINC01258	0	0	0	0	0	0	0	0
LINC01260	5	1	1	4	0	1	1	0
LINC01262	0	0	0	0	0	0	0	0
LINC01264	0	1	0	0	0	0	0	0
LINC01265	2	0	0	0	0	4	1	0
LINC01266	0	0	0	0	0	0	0	0
LINC01267	0	0	0	0	0	0	0	0
LINC01268	0	0	0	0	0	2	3	0
LINC01269	6	5	10	4	2	4	8	1
LINC01270	21	23	32	18	5	12	15	8
LINC01271	26	24	30	26	3	11	17	8
LINC01272	19	15	17	16	6	13	17	11
LINC01273	19	12	29	17	13	38	35	10
LINC01276	0	0	0	0	0	0	0	0
LINC01277	4	1	9	9	6	3	5	2
LINC01278	299	231	462	352	166	224	325	153
LINC01279	13	8	22	12	8	20	18	8
LINC01280	0	0	0	0	0	0	1	0
LINC01281	0	0	0	0	0	0	0	0
LINC01282	0	0	0	0	0	0	0	0
LINC01284	0	0	0	0	0	0	0	0
LINC01285	0	0	0	0	0	0	0	0
LINC01287	0	0	0	0	0	0	0	0
LINC01288	0	0	0	0	0	0	0	0
LINC01289	0	0	0	0	0	0	0	0
LINC01291	0	0	3	3	1	0	3	0
LINC01296	125	100	205	133	58	109	111	60
LINC01298	1	0	0	0	0	0	0	0
LINC01299	0	0	0	0	3	4	1	1
LINC01300	0	0	0	1	0	0	0	0
LINC01301	2	5	10	2	3	12	15	4
LINC01304	0	0	0	0	0	0	0	0
LINC01305	0	0	0	0	0	0	0	0
LINC01307	0	0	0	0	0	0	0	0
LINC01309	0	0	0	0	0	0	0	0
LINC01310	0	0	0	0	0	0	0	1
LINC01311	138	109	237	176	15	32	34	29
LINC01312	3	0	0	1	2	2	1	1
LINC01314	6	3	6	8	14	15	14	5
LINC01315	34	24	76	46	23	35	41	15
LINC01317	0	0	0	0	0	0	1	0
LINC01320	0	0	0	0	0	0	0	0
LINC01322	1	2	0	0	0	1	1	0
LINC01324	0	0	0	0	0	0	0	0
LINC01327	0	0	0	0	0	0	0	0
LINC01330	0	0	0	0	0	0	0	0
LINC01331	0	0	0	0	0	0	0	0
LINC01333	0	0	0	0	0	0	0	0
LINC01335	0	0	0	0	0	0	0	0
LINC01336	1	2	8	3	3	3	6	0
LINC01337	16	12	15	8	10	27	22	11
LINC01338	0	0	0	0	0	2	1	0
LINC01339	0	0	0	0	0	0	0	0
LINC01340	0	0	0	1	0	0	0	0
LINC01341	1	1	0	0	2	5	2	3
LINC01342	0	0	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0	0	0
LINC01344	0	0	0	0	0	0	0	0
LINC01346	0	0	0	0	0	0	0	0
LINC01347	72	50	115	94	42	76	96	39
LINC01348	2	1	1	1	4	2	1	3
LINC01349	0	0	0	0	0	0	0	0
LINC01350	0	0	0	0	0	0	0	0
LINC01351	1	1	2	3	1	0	0	0
LINC01352	3	1	0	0	1	1	0	0
LINC01353	0	0	0	0	0	1	0	0
LINC01354	0	0	0	0	0	0	0	0
LINC01355	192	169	212	254	74	62	103	47
LINC01356	15	13	29	16	13	18	23	7
LINC01358	0	1	1	0	1	0	2	0
LINC01359	0	0	1	2	1	0	2	0
LINC01360	1	0	0	0	0	0	0	0
LINC01361	0	0	0	0	0	0	0	0
LINC01363	2	0	0	0	0	0	1	0
LINC01364	0	0	0	0	0	0	0	0
LINC01365	0	0	0	0	0	0	0	0
LINC01366	7	1	7	3	0	0	0	0
LINC01370	0	0	0	0	0	0	0	0
LINC01372	13	13	22	14	15	23	26	12
LINC01375	0	0	0	0	0	0	0	0
LINC01377	0	0	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0	2	0
LINC01384	0	0	0	0	0	0	0	0
LINC01386	1	0	0	0	0	0	1	0
LINC01387	0	0	0	0	0	0	0	0
LINC01389	8	6	21	13	5	20	20	9
LINC01391	2	1	4	0	0	3	2	0
LINC01392	0	0	0	0	0	0	0	0
LINC01393	3	1	3	1	0	3	5	0
LINC01395	1	1	4	0	5	3	14	3
LINC01396	0	0	0	0	0	1	0	1
LINC01397	1	0	0	0	0	0	1	0
LINC01398	2	0	0	0	2	0	0	0
LINC01399	3	4	8	0	0	6	7	1
LINC01402	0	0	1	0	1	2	2	2
LINC01405	0	0	1	0	0	0	0	0
LINC01410	4	4	11	14	9	11	7	7
LINC01411	0	0	0	0	0	0	0	0
LINC01412	0	0	0	0	0	0	0	0
LINC01413	0	0	0	0	2	2	1	2
LINC01416	0	0	0	0	0	0	0	0
LINC01419	0	0	0	0	0	0	0	1
LINC01420	545	455	920	707	515	832	895	408
LINC01422	0	0	0	0	0	0	0	0
LINC01423	0	0	0	0	0	1	0	0
LINC01424	31	17	46	18	7	17	21	5
LINC01425	0	0	0	0	0	0	0	0
LINC01426	3	0	1	2	0	1	3	1
LINC01427	0	0	0	0	0	0	0	0
LINC01428	0	0	0	0	0	0	0	0
LINC01429	0	0	0	0	0	0	0	1
LINC01430	0	0	0	0	0	0	1	0
LINC01431	1	7	10	4	3	4	8	2
LINC01432	0	0	0	0	0	0	0	0
LINC01433	11	8	11	7	6	10	14	10
LINC01435	0	0	0	0	0	0	0	0
LINC01436	0	0	0	0	1	1	0	0
LINC01440	0	0	0	0	0	0	0	0
LINC01441	0	0	0	0	0	0	0	0
LINC01443	0	0	0	0	0	0	0	0
LINC01444	2	1	4	6	0	0	0	0
LINC01445	0	0	0	0	0	1	0	1
LINC01446	0	0	0	0	0	0	0	0
LINC01447	0	0	0	0	0	0	1	0
LINC01448	0	0	0	0	0	0	0	0
LINC01449	0	0	0	0	0	0	0	0
LINC01450	0	0	0	0	0	0	1	1
LINC01455	0	0	0	0	0	0	0	1
LINC01461	1	0	2	2	0	0	0	0
LINC01465	5	7	13	7	15	20	17	11
LINC01467	0	0	0	0	0	0	0	0
LINC01468	904	654	1510	991	562	916	803	462
LINC01470	0	0	0	0	2	0	0	0
LINC01471	0	0	0	0	1	0	0	0
LINC01473	5	2	6	5	5	3	3	1
LINC01474	0	0	0	0	0	0	0	0
LINC01475	0	0	0	0	0	0	0	0
LINC01476	0	0	0	0	0	0	0	0
LINC01477	0	0	0	0	0	0	0	0
LINC01478	0	0	0	0	0	0	0	0
LINC01479	0	0	0	0	0	1	0	0
LINC01480	2	0	1	1	1	2	6	1
LINC01481	49	42	74	78	21	37	36	20
LINC01482	0	0	0	0	0	0	3	0
LINC01483	0	0	0	0	0	0	0	0
LINC01484	1	0	3	1	1	0	3	1
LINC01485	0	0	0	1	0	1	3	0
LINC01486	0	0	0	0	0	0	0	0
LINC01487	0	0	0	0	0	0	0	0
LINC01488	0	0	0	0	0	0	0	0
LINC01489	0	0	0	0	0	0	1	0
LINC01490	0	0	0	0	0	1	0	0
LINC01491	0	0	0	0	0	0	0	0
LINC01492	0	0	0	0	1	0	0	0
LINC01493	0	0	0	0	0	0	0	0
LINC01494	0	0	0	0	0	0	1	0
LINC01495	0	0	0	0	0	0	0	0
LINC01496	0	0	0	0	0	0	0	0
LINC01497	0	0	0	0	0	0	0	0
LINC01498	0	0	0	0	0	0	0	0
LINC01499	0	0	0	0	0	0	0	0
LINC01500	0	0	0	0	0	0	0	0
LINC01501	0	0	0	0	0	0	0	0
LINC01502	0	0	0	0	0	0	0	0
LINC01503	413	313	710	509	224	458	511	231
LINC01504	0	0	0	0	2	6	3	3
LINC01505	0	0	0	0	0	1	0	0
LINC01506	0	0	0	0	0	0	0	0
LINC01507	0	0	0	0	0	0	0	0
LINC01508	0	0	0	0	0	0	0	0
LINC01509	0	0	1	0	0	0	1	0
LINC01510	2	1	1	5	2	2	4	1
LINC01511	0	0	0	0	1	0	0	0
LINC01512	0	0	1	0	0	0	1	0
LINC01514	0	0	0	1	0	0	0	0
LINC01515	66	49	92	57	25	49	41	22
LINC01516	1	0	0	0	0	0	0	0
LINC01517	0	0	0	0	0	0	0	0
LINC01518	0	0	0	0	0	0	0	1
LINC01519	0	0	0	0	0	0	0	0
LINC01520	0	0	0	0	0	0	0	0
LINC01521	67	48	75	59	28	62	53	33
LINC01522	0	0	0	0	0	0	0	0
LINC01523	0	0	0	0	0	0	0	0
LINC01524	0	0	0	0	0	0	0	0
LINC01525	0	0	0	0	0	0	0	0
LINC01526	0	0	0	0	0	0	0	0
LINC01529	0	0	0	0	0	0	0	0
LINC01530	6	8	13	11	6	8	13	8
LINC01531	0	0	0	1	0	0	1	0
LINC01532	0	0	0	0	0	0	0	0
LINC01533	0	0	0	0	0	0	0	0
LINC01534	60	29	68	53	34	97	96	34
LINC01535	19	21	29	29	12	13	17	18
LINC01537	2	0	3	0	0	1	0	0
LINC01538	0	0	0	0	0	0	0	0
LINC01539	0	0	0	0	0	0	0	0
LINC01541	0	0	0	0	0	0	0	0
LINC01543	0	0	1	1	2	2	6	4
LINC01544	0	0	1	0	0	0	1	0
LINC01545	2	1	3	0	0	0	2	2
LINC01546	0	1	3	2	0	0	0	0
LINC01547	86	55	119	79	26	63	65	28
LINC01548	0	0	0	0	0	0	0	0
LINC01549	0	0	0	0	0	0	0	0
LINC01550	14	21	17	16	2	14	13	7
LINC01551	0	0	0	0	0	0	0	0
LINC01552	1	1	3	0	0	0	0	0
LINC01553	0	0	0	0	0	0	0	0
LINC01554	2	1	2	2	4	4	3	0
LINC01555	1	0	0	0	4	14	14	14
LINC01556	1	3	6	5	1	1	3	3
LINC01558	0	0	0	0	0	0	0	0
LINC01559	0	0	1	2	0	0	0	0
LINC01560	87	56	115	61	16	35	35	12
LINC01561	0	0	1	0	0	0	0	0
LINC01563	0	0	0	0	0	0	0	0
LINC01564	13	12	21	18	2	19	20	3
LINC01565	0	0	0	1	0	1	0	0
LINC01566	0	0	0	0	0	0	0	0
LINC01567	0	0	0	0	0	0	0	0
LINC01568	0	0	0	1	0	0	0	0
LINC01569	28	37	55	43	56	91	127	51
LINC01570	0	0	0	0	0	0	0	0
LINC01571	0	0	0	0	0	0	0	0
LINC01572	44	32	78	46	21	35	41	14
LINC01573	12	5	18	14	23	39	54	20
LINC01574	0	0	0	0	0	0	0	0
LINC01578	791	628	1313	906	205	318	290	139
LINC01580	0	0	0	0	0	0	0	0
LINC01581	0	0	0	0	0	0	0	0
LINC01582	0	0	0	0	0	0	0	0
LINC01583	0	1	2	0	0	2	1	2
LINC01584	0	0	0	0	0	0	0	0
LINC01585	4	0	0	2	2	1	1	0
LINC01586	0	0	0	0	0	0	1	1
LINC01587	0	2	1	3	1	0	0	1
LINC01588	21	30	54	25	64	99	151	72
LINC01589	2	1	5	1	7	9	6	2
LINC01590	13	11	27	11	16	26	49	16
LINC01591	0	0	0	0	0	1	0	0
LINC01592	0	0	1	0	0	0	0	0
LINC01594	0	0	0	0	0	0	0	0
LINC01599	14	7	21	15	13	22	27	9
LINC01600	3	2	0	1	1	1	0	2
LINC01602	0	0	0	0	0	1	0	0
LINC01603	0	0	0	0	0	0	0	0
LINC01604	124	115	140	137	98	165	191	99
LINC01605	9	7	21	14	8	3	3	2
LINC01606	0	0	0	0	0	0	0	0
LINC01607	6	1	1	1	1	4	2	2
LINC01608	0	0	0	0	0	0	0	0
LINC01609	0	0	0	0	0	0	0	0
LINC01611	0	0	0	0	0	0	0	0
LINC01612	0	1	0	0	0	0	1	0
LINCMD1	0	1	0	2	0	1	1	0
LINCR-0001	0	1	1	1	2	4	5	2
LINCR-0002	0	0	0	0	0	0	0	1
LINCR-0003	0	0	0	0	0	0	0	0
LINGO1	1	0	1	0	0	0	5	0
LINGO1-AS1	0	0	0	0	0	0	0	0
LINGO1-AS2	0	0	0	0	0	0	0	0
LINGO2	2	2	14	9	1	3	2	1
LINGO3	0	0	0	0	0	0	0	1
LINGO4	0	0	1	0	0	1	1	0
LINS	450	332	641	494	359	473	522	281
LIPA	4741	3999	7828	5669	4662	6806	6964	3618
LIPC	0	0	1	0	0	0	1	0
LIPE	359	334	606	472	63	126	169	75
LIPE-AS1	9	14	22	20	17	24	24	11
LIPF	0	0	0	0	0	0	0	0
LIPG	1420	1175	2385	1754	235	325	370	173
LIPH	24	15	46	26	9	11	16	11
LIPI	4	0	4	3	9	2	3	0
LIPJ	0	0	0	0	0	0	0	0
LIPK	1	1	0	1	0	0	1	2
LIPM	7	1	10	2	0	2	1	0
LIPN	0	0	0	0	0	0	0	0
LIPT1	216	161	336	276	44	85	102	48
LIPT2	75	70	145	88	15	24	31	12
LITAF	5327	4421	8634	6524	3292	5818	5948	2865
LIX1	0	1	0	2	2	1	2	2
LIX1L	2468	1954	3894	2919	748	1127	1167	541
LKAAEAR1	0	0	2	0	0	1	1	0
LL22NC01-81G9.3	0	0	0	0	0	0	0	0
LL22NC03-63E9.3	0	0	0	0	0	0	0	0
LL22NC03-75H12.2	0	0	0	0	0	0	0	0
LLGL1	1755	1323	2969	2161	1000	2093	2280	954
LLGL2	1551	1121	2588	2004	1087	2177	2425	1064
LLPH	869	770	1429	1149	558	895	895	436
LLPH-AS1	18	7	22	25	15	20	23	9
LMAN1	6638	5571	10811	8142	6372	7559	8164	4135
LMAN1L	0	0	0	0	3	0	3	0
LMAN2	7652	6049	13208	9873	6149	11865	13548	5867
LMAN2L	1122	869	1956	1471	408	759	839	370
LMBR1	2303	1949	3847	2903	1245	1815	1946	893
LMBR1L	513	445	872	661	125	335	323	140
LMBRD1	688	600	1015	870	386	461	471	252
LMBRD2	293	297	495	367	298	464	533	221
LMCD1	20	12	32	13	3	2	3	0
LMCD1-AS1	0	0	2	0	0	0	0	0
LMF1	18	15	29	17	8	14	31	5
LMF1-AS1	1	3	1	2	1	1	4	0
LMF2	2852	2186	4689	3587	2105	4129	5017	2073
LMLN	216	208	374	309	154	218	220	103
LMLN-AS1	24	25	40	34	12	20	21	14
LMNA	18465	14635	33534	23210	10706	18676	20617	9095
LMNB1	8129	6445	14837	10504	934	1705	1842	863
LMNB2	11408	8946	21177	14831	3672	7199	8157	3594
LMNTD1	2	0	1	0	0	3	2	1
LMNTD2	18	27	45	31	46	82	104	48
LMO1	0	0	0	1	0	0	0	0
LMO2	68	48	94	52	24	27	30	18
LMO3	21	19	33	18	9	6	24	7
LMO4	744	610	1145	829	161	260	289	127
LMO7	1349	900	2436	1804	518	967	899	457
LMO7-AS1	259	205	410	300	168	335	333	182
LMO7DN	0	0	0	0	2	1	1	0
LMO7DN-IT1	0	0	0	0	0	0	1	1
LMOD1	6	8	14	13	9	24	24	12
LMOD2	0	0	0	1	2	3	5	1
LMOD3	0	0	1	0	2	1	1	0
LMTK2	1608	1252	2749	1936	444	889	950	424
LMTK3	78	53	163	108	41	101	97	36
LMX1A	0	0	0	0	0	0	0	0
LMX1B	511	385	798	599	66	101	94	47
LNP1	112	96	206	126	41	66	68	34
LNPEP	1452	1225	2336	1473	668	1100	1206	592
LNX1	20	18	33	37	12	7	8	5
LNX1-AS1	0	0	0	0	0	0	0	0
LNX1-AS2	0	0	0	1	0	0	2	3
LNX2	536	486	922	676	315	385	395	202
LOC100049716	39	18	26	24	27	47	49	27
LOC100101148	3	2	2	3	5	8	10	0
LOC100101478	2	2	3	4	2	2	3	0
LOC100126784	375	249	615	384	65	109	116	59
LOC100128006	0	0	0	0	0	0	0	0
LOC100128076	1	0	1	4	3	4	4	2
LOC100128164	7	2	13	8	8	11	14	5
LOC100128176	3	3	13	0	0	1	6	2
LOC100128233	0	0	0	0	0	0	1	0
LOC100128239	4	2	3	1	0	2	0	0
LOC100128288	3	0	4	1	17	19	32	14
LOC100128317	0	0	0	0	0	0	0	1
