WT_Input	WT_Arc_IP
dsRNA_tag_2565	192	620
dsRNA_tag_2566	54	91
dsRNA_tag_2567	28213	44694
dsRNA_tag_2568	26	135
dsRNA_tag_2569	27	118
dsRNA_tag_257	57	116
dsRNA_tag_2570	81	200
dsRNA_tag_2571	39	146
dsRNA_tag_2572	327	586
dsRNA_tag_2573	129	8065
dsRNA_tag_2574	62	95
dsRNA_tag_2575	38	109
dsRNA_tag_2576	47	119
dsRNA_tag_2577	33	754
dsRNA_tag_2578	46	148
dsRNA_tag_2579	56	162
dsRNA_tag_258	63	151
dsRNA_tag_2580	27	133
dsRNA_tag_2581	225	486
dsRNA_tag_2582	120	155
dsRNA_tag_2583	41	85
dsRNA_tag_2584	117	272
dsRNA_tag_2585	191	737
dsRNA_tag_2586	123	450
dsRNA_tag_2587	369	889
dsRNA_tag_2588	65	168
dsRNA_tag_2589	55	87
dsRNA_tag_259	82	351
dsRNA_tag_2590	43	119
dsRNA_tag_2591	54	112
dsRNA_tag_2592	31	117
dsRNA_tag_2593	36	148
dsRNA_tag_2594	36	97
dsRNA_tag_2595	44	728
dsRNA_tag_2596	73	180
dsRNA_tag_2597	93	221
dsRNA_tag_2598	49	252
dsRNA_tag_2599	86	138
dsRNA_tag_26	23	115
dsRNA_tag_260	3812	5850
dsRNA_tag_2600	89	260
dsRNA_tag_2601	126	515
dsRNA_tag_2602	15	133
dsRNA_tag_2603	34	148
dsRNA_tag_2604	95	340
dsRNA_tag_2605	102	227
dsRNA_tag_2606	497	1577
dsRNA_tag_2607	62	229
dsRNA_tag_2608	38	185
dsRNA_tag_2609	45	178
dsRNA_tag_261	91	283
dsRNA_tag_2610	236	965
dsRNA_tag_2611	72	210
dsRNA_tag_2612	190	152
dsRNA_tag_2613	1471	1304
dsRNA_tag_2614	15	121
dsRNA_tag_2615	80	262
dsRNA_tag_2616	50	125
dsRNA_tag_2617	56	154
dsRNA_tag_2618	63	162
dsRNA_tag_2619	22655	47454
dsRNA_tag_262	30	98
dsRNA_tag_2620	22655	47454
dsRNA_tag_2621	34	129
dsRNA_tag_2622	40	116
dsRNA_tag_2623	100	295
dsRNA_tag_2624	64	139
dsRNA_tag_2625	89	141
dsRNA_tag_2626	36	89
dsRNA_tag_2627	333	843
dsRNA_tag_2628	59	266
dsRNA_tag_2629	98	159
dsRNA_tag_263	54	104
dsRNA_tag_2630	23	132
dsRNA_tag_2631	43	101
dsRNA_tag_2632	26	98
dsRNA_tag_2633	27	174
dsRNA_tag_2634	98	279
dsRNA_tag_2635	52	136
dsRNA_tag_2636	50	183
dsRNA_tag_2637	39	98
dsRNA_tag_2638	32	126
dsRNA_tag_2639	376	1149
dsRNA_tag_264	44	210
dsRNA_tag_2640	127	334
dsRNA_tag_2641	85	475
dsRNA_tag_2642	104	278
dsRNA_tag_2643	65	190
dsRNA_tag_2644	21	124
dsRNA_tag_2645	87	255
dsRNA_tag_2646	385	1267
dsRNA_tag_2647	64	158
dsRNA_tag_2648	54	159
dsRNA_tag_2649	156	452
dsRNA_tag_265	62	168
dsRNA_tag_2650	68	124
dsRNA_tag_2651	231	833
dsRNA_tag_2652	35	130
dsRNA_tag_2653	32	106
dsRNA_tag_2654	190	372
dsRNA_tag_2655	97	261
dsRNA_tag_2656	33	102
dsRNA_tag_2657	151	538
dsRNA_tag_2658	58	242
dsRNA_tag_2659	87	133
dsRNA_tag_266	92	251
dsRNA_tag_2660	373	905
dsRNA_tag_2661	82	232
dsRNA_tag_2662	32	153
dsRNA_tag_2663	67874	112628
dsRNA_tag_2664	389	1028
dsRNA_tag_2665	80	185
dsRNA_tag_2666	59	208
dsRNA_tag_2667	70	313
dsRNA_tag_2668	91	405
dsRNA_tag_2669	117	181
dsRNA_tag_267	30	132
dsRNA_tag_2670	96	330
dsRNA_tag_2671	28	100
dsRNA_tag_2672	46	172
dsRNA_tag_2673	39	86
dsRNA_tag_2674	15	126
dsRNA_tag_2675	76	242
dsRNA_tag_2676	71	292
dsRNA_tag_2677	35	112
dsRNA_tag_2678	37	207
dsRNA_tag_2679	548	1396
dsRNA_tag_268	63	224
dsRNA_tag_2680	59	265
dsRNA_tag_2681	39	191
dsRNA_tag_2682	115	337
dsRNA_tag_2683	34	104
dsRNA_tag_2684	69	149
dsRNA_tag_2685	70	158
dsRNA_tag_2686	395	1099
dsRNA_tag_2687	132	461
dsRNA_tag_2688	11215	12530
dsRNA_tag_2689	7660	4684
dsRNA_tag_269	387	967
dsRNA_tag_2690	99	193
dsRNA_tag_2691	38	156
dsRNA_tag_2692	29	107
dsRNA_tag_2693	175	43
dsRNA_tag_2694	90	235
dsRNA_tag_2695	184	652
dsRNA_tag_2696	239	506
dsRNA_tag_2697	81	184
dsRNA_tag_2698	46	91
dsRNA_tag_2699	83	172
dsRNA_tag_27	132	510
dsRNA_tag_270	17	150
dsRNA_tag_2700	106	310
dsRNA_tag_2701	5	135
dsRNA_tag_2702	24	106
dsRNA_tag_2703	69	98
dsRNA_tag_2704	35	94
dsRNA_tag_2705	73	168
dsRNA_tag_2706	74	219
dsRNA_tag_2707	33	117
dsRNA_tag_2708	46	88
dsRNA_tag_2709	205	686
dsRNA_tag_271	707	2484
dsRNA_tag_2710	39	141
dsRNA_tag_2711	48	131
dsRNA_tag_2712	58	208
dsRNA_tag_2713	23	126
dsRNA_tag_2714	230	873
dsRNA_tag_2715	29	128
dsRNA_tag_2716	39	139
dsRNA_tag_2717	778	1448
dsRNA_tag_2718	47	91
dsRNA_tag_2719	62	201
dsRNA_tag_272	53	142
dsRNA_tag_2720	9	253
dsRNA_tag_2721	62	103
dsRNA_tag_2722	79	57
dsRNA_tag_2723	37	97
dsRNA_tag_2724	89	272
dsRNA_tag_2725	40	112
dsRNA_tag_2726	66	73
dsRNA_tag_2727	55	97
dsRNA_tag_2728	53	174
dsRNA_tag_2729	19	224
dsRNA_tag_273	51	101
dsRNA_tag_2730	25	107
dsRNA_tag_2731	8	881
dsRNA_tag_2732	104	211
dsRNA_tag_2733	336	901
dsRNA_tag_2734	49	233
dsRNA_tag_2735	118	505
dsRNA_tag_2736	77	510
dsRNA_tag_2737	41	146
dsRNA_tag_2738	55	292
dsRNA_tag_2739	328	855
dsRNA_tag_274	15	237
dsRNA_tag_2740	45	120
dsRNA_tag_2741	51	122
dsRNA_tag_2742	1	122
dsRNA_tag_2743	6	161
dsRNA_tag_2744	61	290
dsRNA_tag_2745	83	242
dsRNA_tag_2746	49	147
dsRNA_tag_2747	59	243
dsRNA_tag_2748	28	101
dsRNA_tag_2749	130	463
dsRNA_tag_275	14620	2059
dsRNA_tag_2750	33	134
dsRNA_tag_2751	93	236
dsRNA_tag_2752	108	215
dsRNA_tag_2753	39	91
dsRNA_tag_2754	108	301
dsRNA_tag_2755	33	118
dsRNA_tag_2756	88	127
dsRNA_tag_2757	242	788
dsRNA_tag_2758	61	191
dsRNA_tag_2759	43	114
dsRNA_tag_276	97	204
dsRNA_tag_2760	19	105
dsRNA_tag_2761	28	145
dsRNA_tag_2762	52	117
dsRNA_tag_2763	7685	18118
dsRNA_tag_2764	30	114
dsRNA_tag_2765	29	183
dsRNA_tag_2766	5298	13090
dsRNA_tag_2767	43	117
dsRNA_tag_2768	46	158
dsRNA_tag_2769	163	366
dsRNA_tag_277	632	2195
dsRNA_tag_2770	39	234
dsRNA_tag_2771	17	157
dsRNA_tag_2772	26	149
dsRNA_tag_2773	15	116
dsRNA_tag_2774	107	204
dsRNA_tag_2775	61	206
dsRNA_tag_2776	57	185
dsRNA_tag_2777	88	202
dsRNA_tag_2778	212	686
dsRNA_tag_2779	54	182
dsRNA_tag_278	202	674
dsRNA_tag_2780	29	99
dsRNA_tag_2781	22	107
dsRNA_tag_2782	44	160
dsRNA_tag_2783	19	108
dsRNA_tag_2784	47	275
dsRNA_tag_2785	107	340
dsRNA_tag_2786	93	309
dsRNA_tag_2787	26	210
dsRNA_tag_2788	37	120
dsRNA_tag_2789	367	1336
dsRNA_tag_279	239	721
dsRNA_tag_2790	44	272
dsRNA_tag_2791	84	253
dsRNA_tag_2792	71	99
dsRNA_tag_2793	5	861
dsRNA_tag_2794	69	115
dsRNA_tag_2795	5	871
dsRNA_tag_2796	158	423
dsRNA_tag_2797	485	1114
dsRNA_tag_2798	39	151
dsRNA_tag_2799	41	169
dsRNA_tag_28	40	129
dsRNA_tag_280	32	95
dsRNA_tag_2800	22	119
dsRNA_tag_2801	23	152
dsRNA_tag_2802	23	106
dsRNA_tag_2803	144	455
dsRNA_tag_2804	14225	9971
dsRNA_tag_2805	48	112
dsRNA_tag_2806	320	1058
dsRNA_tag_2807	49	134
dsRNA_tag_2808	91	354
dsRNA_tag_2809	92	220
dsRNA_tag_281	10432	18754
dsRNA_tag_2810	171	250
dsRNA_tag_2811	47	126
dsRNA_tag_2812	37	131
dsRNA_tag_2813	174	358
dsRNA_tag_2814	2346	13354
dsRNA_tag_2815	298	755
dsRNA_tag_2816	1489	2050
dsRNA_tag_2817	1403	2101
dsRNA_tag_2818	34	102
dsRNA_tag_2819	194	559
dsRNA_tag_282	44	293
dsRNA_tag_2820	1430	2094
dsRNA_tag_2821	30	92
dsRNA_tag_2822	67	117
dsRNA_tag_2823	12	114
dsRNA_tag_2824	33	116
dsRNA_tag_2825	41	139
dsRNA_tag_2826	60	149
dsRNA_tag_2827	40	108
dsRNA_tag_2828	54	99
dsRNA_tag_2829	510	1747
dsRNA_tag_283	37	145
dsRNA_tag_2830	2780	5862
dsRNA_tag_2831	427	1433
dsRNA_tag_2832	39	84
dsRNA_tag_2833	63	160
dsRNA_tag_2834	90	333
dsRNA_tag_2835	65	193
dsRNA_tag_2836	93	354
dsRNA_tag_2837	59	181
dsRNA_tag_2838	47	120
dsRNA_tag_2839	38	169
dsRNA_tag_284	225	437
dsRNA_tag_2840	291	428
dsRNA_tag_2841	64	138
dsRNA_tag_2842	25	108
dsRNA_tag_2843	486	708
dsRNA_tag_2844	93	314
dsRNA_tag_2845	25	105
dsRNA_tag_2846	33	89
dsRNA_tag_2847	71	301
dsRNA_tag_2848	138	91
dsRNA_tag_2849	335	819
dsRNA_tag_285	363	604
dsRNA_tag_2850	104	389
dsRNA_tag_2851	49	120
dsRNA_tag_2852	127	620
dsRNA_tag_2853	178	588
dsRNA_tag_2854	76	130
dsRNA_tag_2855	309	943
dsRNA_tag_2856	8	127
dsRNA_tag_2857	61	164
dsRNA_tag_2858	36	261
dsRNA_tag_2859	236	774
dsRNA_tag_286	194	289
dsRNA_tag_2860	46	456
dsRNA_tag_2861	90	176
dsRNA_tag_2862	53	133
dsRNA_tag_2863	79	163
dsRNA_tag_2864	67	187
dsRNA_tag_2865	53	166
dsRNA_tag_2866	511	1507
dsRNA_tag_2867	92	174
dsRNA_tag_2868	117	462
dsRNA_tag_2869	176	492
dsRNA_tag_287	184	181
dsRNA_tag_2870	222	716
dsRNA_tag_2871	53	132
dsRNA_tag_2872	59	205
dsRNA_tag_2873	139	112
dsRNA_tag_2874	124	276
dsRNA_tag_2875	44	98
dsRNA_tag_2876	54	275
dsRNA_tag_2877	35	93
dsRNA_tag_2878	56	217
dsRNA_tag_2879	43	232
dsRNA_tag_288	173	616
dsRNA_tag_2880	40	121
dsRNA_tag_2881	260	974
dsRNA_tag_2882	22	105
dsRNA_tag_2883	41	91
dsRNA_tag_2884	41	141
dsRNA_tag_2885	50	78
dsRNA_tag_2886	1262	2335
dsRNA_tag_2887	388818	1375167
dsRNA_tag_2888	18	109
dsRNA_tag_2889	66	149
dsRNA_tag_289	19	187
dsRNA_tag_2890	21	108
dsRNA_tag_2891	57	65
dsRNA_tag_2892	108	323
dsRNA_tag_2893	25	101
dsRNA_tag_2894	104	369
dsRNA_tag_2895	60	157
dsRNA_tag_2896	107	346
dsRNA_tag_2897	39	99
dsRNA_tag_2898	118	286
dsRNA_tag_2899	216	492
dsRNA_tag_29	583	50
dsRNA_tag_290	64	178
dsRNA_tag_2900	79	256
dsRNA_tag_2901	199	449
dsRNA_tag_2902	30	100
dsRNA_tag_2903	54	131
dsRNA_tag_2904	27	412
dsRNA_tag_2905	27	127
dsRNA_tag_2906	73	182
dsRNA_tag_2907	33	111
dsRNA_tag_2908	30	131
dsRNA_tag_2909	59	162
dsRNA_tag_291	37	90
dsRNA_tag_2910	390	414
dsRNA_tag_2911	77	103
dsRNA_tag_2912	136	453
dsRNA_tag_2913	18	137
dsRNA_tag_2914	72	110
dsRNA_tag_2915	55	77
dsRNA_tag_2916	51	112
dsRNA_tag_2917	50	206
dsRNA_tag_2918	28	165
dsRNA_tag_2919	55	114
dsRNA_tag_292	25	106
dsRNA_tag_2920	49	73
dsRNA_tag_2921	66	154
dsRNA_tag_2922	42	113
dsRNA_tag_2923	51	208
dsRNA_tag_2924	1217	4392
dsRNA_tag_2925	24	115
dsRNA_tag_2926	5108	11085
dsRNA_tag_2927	28	149
dsRNA_tag_2928	62	148
dsRNA_tag_2929	65	181
dsRNA_tag_293	48	184
dsRNA_tag_2930	326	811
dsRNA_tag_2931	58	138
dsRNA_tag_2932	37	171
dsRNA_tag_2933	57	144
dsRNA_tag_2934	140	514
dsRNA_tag_2935	154	532
dsRNA_tag_2936	112	275
dsRNA_tag_2937	47	111
dsRNA_tag_2938	526	1467
dsRNA_tag_2939	116	323
dsRNA_tag_294	307	788
dsRNA_tag_2940	53	192
dsRNA_tag_2941	8	235
dsRNA_tag_2942	473	481
dsRNA_tag_2943	48	132
dsRNA_tag_2944	170	465
dsRNA_tag_2945	40	129
dsRNA_tag_2946	260	493
dsRNA_tag_2947	91	197
dsRNA_tag_2948	30	110
dsRNA_tag_2949	201	536
dsRNA_tag_295	56	149
dsRNA_tag_2950	423	1079
dsRNA_tag_2951	535	796
dsRNA_tag_2952	59	147
dsRNA_tag_2953	354	1082
dsRNA_tag_2954	51	84
dsRNA_tag_2955	35	95
dsRNA_tag_2956	37	98
dsRNA_tag_2957	227	621
dsRNA_tag_2958	53	325
dsRNA_tag_2959	785	1985
dsRNA_tag_296	50	122
dsRNA_tag_2960	35	103
dsRNA_tag_2961	64	98
dsRNA_tag_2962	52	175
dsRNA_tag_2963	319	1994
dsRNA_tag_2964	128	260
dsRNA_tag_2965	28	100
dsRNA_tag_2966	59	280
dsRNA_tag_2967	123	315
dsRNA_tag_2968	28	126
dsRNA_tag_2969	6232	7871
dsRNA_tag_297	96	184
dsRNA_tag_2970	36	96
dsRNA_tag_2971	86	169
dsRNA_tag_2972	42	105
dsRNA_tag_2973	520	1247
dsRNA_tag_2974	43	120
dsRNA_tag_2975	41	147
dsRNA_tag_2976	155	514
dsRNA_tag_2977	27	104
dsRNA_tag_2978	15	125
dsRNA_tag_2979	103	215
dsRNA_tag_298	52	78
dsRNA_tag_2980	33	198
dsRNA_tag_2981	36	112
dsRNA_tag_2982	131	176
dsRNA_tag_2983	224	671
dsRNA_tag_2984	59	191
dsRNA_tag_2985	56	238
dsRNA_tag_2986	149	435
dsRNA_tag_2987	21	119
dsRNA_tag_2988	26	175
dsRNA_tag_2989	181	574
dsRNA_tag_299	21	140
dsRNA_tag_2990	2255	5418
dsRNA_tag_2991	21	138
dsRNA_tag_2992	53	152
dsRNA_tag_2993	34	135
dsRNA_tag_2994	35	111
dsRNA_tag_2995	4650	13092
dsRNA_tag_2996	68	195
dsRNA_tag_2997	41	129
dsRNA_tag_2998	44	245
dsRNA_tag_2999	144	384
dsRNA_tag_3	79	180
dsRNA_tag_30	251	25
dsRNA_tag_300	11005	15961
dsRNA_tag_3000	149	117
dsRNA_tag_3001	79	222
dsRNA_tag_3002	45	141
dsRNA_tag_3003	86	368
dsRNA_tag_3004	54	74
dsRNA_tag_3005	54	92
dsRNA_tag_3006	61	148
dsRNA_tag_3007	21	112
dsRNA_tag_3008	34	88
dsRNA_tag_3009	45	139
dsRNA_tag_301	49	214
dsRNA_tag_3010	66	207
dsRNA_tag_3011	62	363
dsRNA_tag_3012	69	140
dsRNA_tag_3013	306	741
dsRNA_tag_3014	208	585
dsRNA_tag_3015	154	376
dsRNA_tag_3016	107	284
dsRNA_tag_3017	154	421
dsRNA_tag_3018	49	73
dsRNA_tag_3019	30	119
dsRNA_tag_302	176	28
dsRNA_tag_3020	73	289
dsRNA_tag_3021	20	112
dsRNA_tag_3022	19	118
dsRNA_tag_3023	47	127
dsRNA_tag_3024	55	132
dsRNA_tag_3025	254	593
dsRNA_tag_3026	36	99
dsRNA_tag_3027	53	122
dsRNA_tag_3028	35	93
dsRNA_tag_3029	51	215
dsRNA_tag_303	56	125
dsRNA_tag_3030	87	263
dsRNA_tag_3031	154	388
dsRNA_tag_3032	93	2774
dsRNA_tag_3033	3515	9772
dsRNA_tag_3034	51	123
dsRNA_tag_3035	594	1246
dsRNA_tag_3036	77	249
dsRNA_tag_3037	246	842
dsRNA_tag_3038	72	153
dsRNA_tag_3039	82	241
dsRNA_tag_304	120	316
dsRNA_tag_3040	21	156
dsRNA_tag_3041	417	438
dsRNA_tag_3042	46	101
dsRNA_tag_3043	21	116
dsRNA_tag_3044	53	147
dsRNA_tag_3045	39	93
dsRNA_tag_3046	39	131
dsRNA_tag_3047	69	233
dsRNA_tag_3048	557	21609
dsRNA_tag_3049	74	215
dsRNA_tag_305	53	126
dsRNA_tag_3050	76	191
dsRNA_tag_3051	261	584
dsRNA_tag_3052	34	151
dsRNA_tag_3053	56	168
dsRNA_tag_3054	64	168
dsRNA_tag_3055	31	175
dsRNA_tag_3056	48	207
dsRNA_tag_3057	25	105
dsRNA_tag_3058	68	154
dsRNA_tag_3059	56	197
dsRNA_tag_306	46	307
dsRNA_tag_3060	42	155
dsRNA_tag_3061	577	21674
dsRNA_tag_3062	70	139
dsRNA_tag_3063	73	123
dsRNA_tag_3064	113	397
dsRNA_tag_3065	51	151
dsRNA_tag_3066	62	166
dsRNA_tag_3067	15	120
dsRNA_tag_3068	37	93
dsRNA_tag_3069	53	75
dsRNA_tag_307	32	240
dsRNA_tag_3070	40	153
dsRNA_tag_3071	406	1211
dsRNA_tag_3072	42	220
dsRNA_tag_3073	38	100
dsRNA_tag_3074	552	1347
dsRNA_tag_3075	27	160
dsRNA_tag_3076	392	875
dsRNA_tag_3077	87	60
dsRNA_tag_3078	37	162
dsRNA_tag_3079	164	569
dsRNA_tag_308	43	105
dsRNA_tag_3080	50	131
dsRNA_tag_3081	112	319
dsRNA_tag_3082	287	795
dsRNA_tag_3083	90	363
dsRNA_tag_3084	175	516
dsRNA_tag_3085	37	90
dsRNA_tag_3086	44	136
dsRNA_tag_3087	144	595
dsRNA_tag_3088	93	227
dsRNA_tag_3089	35	88
dsRNA_tag_309	91	315
dsRNA_tag_3090	1742	8727
dsRNA_tag_3091	15	124
dsRNA_tag_3092	10	162
dsRNA_tag_3093	26	100
dsRNA_tag_3094	56	196
dsRNA_tag_3095	10	138
dsRNA_tag_3096	15	115
dsRNA_tag_3097	47	268
dsRNA_tag_3098	21	164
dsRNA_tag_3099	48	253
dsRNA_tag_31	62	129
dsRNA_tag_310	165	339
dsRNA_tag_3100	56	93
dsRNA_tag_3101	144	386
dsRNA_tag_3102	74	51
dsRNA_tag_3103	31	144
dsRNA_tag_3104	34	105
dsRNA_tag_3105	154	541
dsRNA_tag_3106	35	623
dsRNA_tag_3107	114	237
dsRNA_tag_3108	53	94
dsRNA_tag_3109	34	114
dsRNA_tag_311	26	161
dsRNA_tag_3110	54	175
dsRNA_tag_3111	60	113
dsRNA_tag_3112	79	346
dsRNA_tag_3113	75	216
dsRNA_tag_3114	26	118
dsRNA_tag_3115	32	124
dsRNA_tag_3116	248	711
dsRNA_tag_3117	62	127
dsRNA_tag_3118	54	99
dsRNA_tag_3119	31	111
dsRNA_tag_312	122	357
dsRNA_tag_3120	183	493
dsRNA_tag_3121	71	177
dsRNA_tag_3122	35	90
dsRNA_tag_3123	39	127
dsRNA_tag_3124	211	702
dsRNA_tag_3125	38	94
dsRNA_tag_3126	70	301
dsRNA_tag_3127	162	557
dsRNA_tag_3128	35	157
dsRNA_tag_3129	68	188
dsRNA_tag_313	56	124
dsRNA_tag_3130	23	102
dsRNA_tag_3131	139	228
dsRNA_tag_3132	22	129
dsRNA_tag_3133	37	90
dsRNA_tag_3134	119	553
dsRNA_tag_3135	83	111
dsRNA_tag_3136	20	108
dsRNA_tag_3137	53	188
dsRNA_tag_3138	169	818
dsRNA_tag_3139	52	122
dsRNA_tag_314	96	294
dsRNA_tag_3140	310	480
dsRNA_tag_3141	33	92
dsRNA_tag_3142	30	96
dsRNA_tag_3143	191	397
dsRNA_tag_3144	73	320
dsRNA_tag_3145	61	93
dsRNA_tag_3146	117	411
dsRNA_tag_3147	156	454
dsRNA_tag_3148	7	225
dsRNA_tag_3149	31	109
dsRNA_tag_315	51	161
dsRNA_tag_3150	58	257
dsRNA_tag_3151	38	89
dsRNA_tag_3152	44	228
dsRNA_tag_3153	30	100
dsRNA_tag_3154	71	314
dsRNA_tag_3155	63	229
dsRNA_tag_3156	49	140
dsRNA_tag_3157	34573	161780
dsRNA_tag_3158	91	246
dsRNA_tag_3159	118	179
dsRNA_tag_316	209	381
dsRNA_tag_3160	173	414
dsRNA_tag_3161	74	103
dsRNA_tag_3162	42	107
dsRNA_tag_3163	39	101
dsRNA_tag_3164	34	121
dsRNA_tag_3165	159	450
dsRNA_tag_3166	26	398
dsRNA_tag_3167	26	148
dsRNA_tag_3168	19	103
dsRNA_tag_3169	17	114
dsRNA_tag_317	6	133
dsRNA_tag_3170	44	129
dsRNA_tag_3171	157	287
dsRNA_tag_3172	58	104
dsRNA_tag_3173	52	247
dsRNA_tag_3174	80	88
dsRNA_tag_3175	11	224
dsRNA_tag_3176	12	119
dsRNA_tag_3177	326	1614
dsRNA_tag_3178	72	206
dsRNA_tag_3179	64	203
dsRNA_tag_318	585	1988
dsRNA_tag_3180	173	45
dsRNA_tag_3181	112	169
dsRNA_tag_3182	31	98
dsRNA_tag_3183	13	109
dsRNA_tag_3184	45	152
dsRNA_tag_3185	90	117
dsRNA_tag_3186	166	185
dsRNA_tag_3187	97	422
dsRNA_tag_3188	81	138
dsRNA_tag_3189	105	410
dsRNA_tag_319	71	234
dsRNA_tag_3190	28	107
dsRNA_tag_3191	96	361
dsRNA_tag_3192	58	115
dsRNA_tag_3193	46	85
dsRNA_tag_3194	60	164
dsRNA_tag_3195	78	159
dsRNA_tag_3196	16887	61075
dsRNA_tag_3197	105	44
dsRNA_tag_3198	134	460
dsRNA_tag_3199	175	459
dsRNA_tag_32	685	2036
dsRNA_tag_320	12	279
dsRNA_tag_3200	165	554
dsRNA_tag_3201	71	302
dsRNA_tag_3202	28	97
dsRNA_tag_3203	246	749
dsRNA_tag_3204	53	123
dsRNA_tag_3205	40	154
dsRNA_tag_3206	51	152
dsRNA_tag_3207	76	262
dsRNA_tag_3208	108	118
dsRNA_tag_3209	2088	2811
dsRNA_tag_321	71	145
dsRNA_tag_3210	24	141
dsRNA_tag_3211	16	135
dsRNA_tag_3212	28	101
dsRNA_tag_3213	28	95
dsRNA_tag_3214	57	224
dsRNA_tag_3215	536	2011
dsRNA_tag_3216	31	121
dsRNA_tag_3217	82	172
dsRNA_tag_3218	42	120
dsRNA_tag_3219	57	117
dsRNA_tag_322	27	191
dsRNA_tag_3220	248	539
dsRNA_tag_3221	28	146
dsRNA_tag_3222	143	621
dsRNA_tag_3223	31	93
dsRNA_tag_3224	151	137
dsRNA_tag_3225	30	116
dsRNA_tag_3226	58	142
dsRNA_tag_3227	53	122
dsRNA_tag_3228	9	156
dsRNA_tag_3229	13	115
dsRNA_tag_323	145	678
dsRNA_tag_3230	39	141
dsRNA_tag_3231	61	190
dsRNA_tag_3232	101	437
dsRNA_tag_3233	119	183
dsRNA_tag_3234	2	145
dsRNA_tag_3235	533	978
dsRNA_tag_3236	29	149
dsRNA_tag_3237	120	302
dsRNA_tag_3238	653	1529
dsRNA_tag_3239	168	836
dsRNA_tag_324	22	100
dsRNA_tag_3240	217	665
dsRNA_tag_3241	64	235
dsRNA_tag_3242	22	109
dsRNA_tag_3243	18104	732
dsRNA_tag_3244	97	290
dsRNA_tag_3245	18804	28328
dsRNA_tag_3246	69	153
dsRNA_tag_3247	28	122
dsRNA_tag_3248	63	123
dsRNA_tag_3249	238	361
dsRNA_tag_325	84	239
dsRNA_tag_3250	185	563
dsRNA_tag_3251	24	116
dsRNA_tag_3252	23	153
dsRNA_tag_3253	138	404
dsRNA_tag_3254	159	515
dsRNA_tag_3255	13	137
dsRNA_tag_3256	6	157
dsRNA_tag_3257	3	138
dsRNA_tag_3258	5	159
dsRNA_tag_3259	6	312
dsRNA_tag_326	26	141
dsRNA_tag_3260	9	265
dsRNA_tag_3261	3	146
dsRNA_tag_3262	13	320
dsRNA_tag_3263	7	119
dsRNA_tag_3264	6	296
dsRNA_tag_3265	11	260
dsRNA_tag_3266	4	422
dsRNA_tag_3267	10	260
dsRNA_tag_3268	90	395
dsRNA_tag_3269	132	255
dsRNA_tag_327	54	186
dsRNA_tag_3270	86	213
dsRNA_tag_3271	258	640
dsRNA_tag_3272	91	207
dsRNA_tag_3273	52	142
dsRNA_tag_3274	44	86
dsRNA_tag_3275	124	336
dsRNA_tag_3276	75	370
dsRNA_tag_3277	4716	33227
dsRNA_tag_3278	2	124
dsRNA_tag_3279	142	229
dsRNA_tag_328	337	1624
dsRNA_tag_3280	608	1512
dsRNA_tag_3281	99	509
dsRNA_tag_3282	73	141
dsRNA_tag_3283	59	139
dsRNA_tag_3284	24	100
dsRNA_tag_3285	47	194
dsRNA_tag_3286	32	103
dsRNA_tag_3287	475	1499
dsRNA_tag_3288	134	300
dsRNA_tag_3289	132	258
dsRNA_tag_329	89	252
dsRNA_tag_3290	80	384
dsRNA_tag_3291	1318	5642
dsRNA_tag_3292	431	913
dsRNA_tag_3293	31	93
dsRNA_tag_3294	45	83
dsRNA_tag_3295	44	163
dsRNA_tag_3296	48	243
dsRNA_tag_3297	117	639
dsRNA_tag_3298	163	339
dsRNA_tag_3299	49	106
dsRNA_tag_33	6925	14590
dsRNA_tag_330	85	146
dsRNA_tag_3300	40	130
dsRNA_tag_3301	34	170
dsRNA_tag_3302	51	83
dsRNA_tag_3303	510	2077
dsRNA_tag_3304	163	505
dsRNA_tag_3305	17	125
dsRNA_tag_3306	71	191
dsRNA_tag_3307	107	184
dsRNA_tag_3308	847	1994
dsRNA_tag_3309	635	140
dsRNA_tag_331	53	156
dsRNA_tag_3310	240	290
dsRNA_tag_3311	168	219
dsRNA_tag_3312	341	409
dsRNA_tag_3313	456	450
dsRNA_tag_3314	1023	2292
dsRNA_tag_3315	31	112
dsRNA_tag_3316	142	327
dsRNA_tag_3317	101	361
dsRNA_tag_3318	45	86
dsRNA_tag_3319	47	149
dsRNA_tag_332	420	878
dsRNA_tag_3320	54	159
dsRNA_tag_3321	31	109
dsRNA_tag_3322	80	313
dsRNA_tag_3323	479	17736
dsRNA_tag_3324	92	281
dsRNA_tag_3325	36	139
dsRNA_tag_3326	39	121
dsRNA_tag_3327	42	108
dsRNA_tag_3328	32	97
dsRNA_tag_3329	248	922
dsRNA_tag_333	533	1188
dsRNA_tag_3330	95	36
dsRNA_tag_3331	4875	13689
dsRNA_tag_3332	52	96
dsRNA_tag_3333	64	256
dsRNA_tag_3334	127	456
dsRNA_tag_3335	150	211
dsRNA_tag_3336	95	429
dsRNA_tag_3337	145	221
dsRNA_tag_3338	167	446
dsRNA_tag_3339	136	232
dsRNA_tag_334	44	85
dsRNA_tag_3340	42	124
dsRNA_tag_3341	43	114
dsRNA_tag_3342	117	189
dsRNA_tag_3343	179	254
dsRNA_tag_3344	61	212
dsRNA_tag_3345	130	379
dsRNA_tag_3346	62	227
dsRNA_tag_3347	55	237
dsRNA_tag_3348	49	177
dsRNA_tag_3349	47	196
