	Exp.hl60.log2FC_120h	Exp.hl60.pval_120h	Exp.kg1.log2FC	Exp.kg1.pval	Exp.molm14.log2FC	Exp.molm14.pval	Exp.ociaml2.log2FC	Exp.ociaml2.pval	Exp.ociaml3.log2FC	Exp.ociaml3.pval	Exp.thp1.log2FC	Exp.thp1.pval	Stbl.hl60.logFC	Stbl.hl60.pval	Stbl.kg1.logFC	Stbl.kg1.pval	Stbl.molm14.logFC	Stbl.molm14.pval	Stbl.ociaml2.logFC	Stbl.ociaml2.pval	Stbl.ociaml3.logFC	Stbl.ociaml3.pval	Stbl.thp1.logFC	Stbl.thp1.pval	TE.Estimate_treatmentDRUG	TE.fdr_Pr...z.._treatmentDRUG	Rho.Mann-Whitney p-value	Rho.rho score	Gamma.Mann-Whitney p-value	Gamma.gamma score
ATF6	-0.17592592837714602	0.617094051384287	-0.0748713299079327	0.611151915719448	-0.155211209020913	0.310917947689739	-0.0975103708582436	0.48407717711583503	-0.220088429941961	0.164416535432393	-0.16118525628373098	0.241397951760443	0.0600639561276511	0.726184706953886	-0.0220181524465057	0.7967530690834008	-0.0194681776326417	0.8307553430142471	-0.0085760129207691	0.930490331631422	-0.10699627995659801	0.300107478505904	-0.11904333792847199	0.18467722041573498	0.091145073469338	0.91817077336981	0.503673790974	0.0485314804467	0.0477461912088	-0.0408355594235
PRKAR2A	-0.17386702814626903	0.653010592668746	-0.0028295990976627302	0.983884657503158	-0.0103769018501834	0.9511720870053341	0.0507943035807391	0.828254509009019	-0.192362286331541	0.36082574132603007	-0.158848568307406	0.33113604010376896	-0.016368042874671	0.9526560218369929	-0.0869416835319899	0.32893746699265997	-0.0296036770200117	0.76796961636317	0.0154037834097099	0.881675020286918	-0.0366447178440152	0.7639287236920649	-0.103786681383879	0.30290849874732895	0.222410085193066	0.7945253333172672	0.0694608170888	-0.0607614487492	0.696985929375	-0.0210247277296
ITSN2	-0.170822555336725	5.44406336254085e-10	-0.374863769937938	0.15849120471672	0.20961594658283103	0.224111529251655	-0.0850842015284939	0.7306500051937379	0.0490768737118241	0.8629927802341228	0.33544471748157395	0.0311818310601672	0.427632623015147	0.0859770880498811	-0.0512865656294697	0.660308697628125	-0.0237159317509161	0.8524199878147399	-0.123841284680865	0.332975865312221	0.0895295109904254	0.483560136994796	-0.12262189062857598	0.292059494688591	0.104392410970788	0.9279070139804259	0.146678285128	0.108028440052	0.476074821518	0.054115718244
CSDE1	-0.16600349293862	0.278502497105503	-0.15581112669585598	0.191658034989237	-0.0386269272438738	0.745496125689968	-0.143887035724336	0.344143557416419	-0.078702846987527	0.7041911191157151	-0.096190176087318	0.39012655221821396	0.13038695902188902	0.452660217684545	-0.190448007687365	0.0780077733106515	0.24176666922011897	0.0264539323307493	0.079367314900077	0.40539911192566297	-0.007659266543166779	0.955861544241848	0.0650694404651029	0.44515116605968996	0.29950308469537607	0.09133726133988401	0.000542396387014	-0.658557564745	0.16603277449	-0.247103500182
CCDC138	-0.16527757445232802	0.140770259176737	-0.24333085429506301	0.24003649225296103	-0.542339877365716	0.0643593283491079	-0.470709835250742	0.0248623716303201	0.12153107554458	0.618486983125334	0.163605538153462	0.536145711752813	0.0990172776314202	0.5778926035634089	-0.0664670651034256	0.525718931671173	0.0228514461911818	0.825449563341158	-0.0987926751732827	0.310679440505277	0.18561756484112601	0.0912915489970144	0.0837644723489852	0.368750110461773	-0.463122373190511	0.7363627993113391	0.835273589393	-0.0289070991385	0.0357843777778	-0.0383270874259
PRPF3	-0.162403908604597	0.15572425181014599	-0.17663037033938697	0.369237666057863	-0.153716371917181	0.384037272547877	-0.0744425440061873	0.6938005727984761	-0.144056987398999	0.408486241974661	0.0487501762612332	0.751468686622319	-0.35716603492609295	0.0837277422090111	-0.129642628427255	0.24110888539859102	-0.289768462185158	0.0328633630563245	-0.10146149052902499	0.522411555836752	-0.298144561514977	0.0723970300217099	-0.0050834269484437	0.963985929165969	0.121647209188316	0.9050311921294292	0.804279897284	0.00470207746883	0.0119126639425	-0.300195734613
BTF3L4	-0.15849580219266102	0.256724872414846	-0.15957385210338798	0.403986075096315	-0.39908719241179397	0.0264990917771039	-0.14134122723235998	0.42107703561222704	0.011250224148487	0.952435605381415	-0.156050126727066	0.41861452781435204	0.11857456932081	0.44309235684875	-0.169449457596276	0.130522646360258	-0.112704194845984	0.46044926263783903	-0.102374050804036	0.48478566475201895	-0.0148087470398939	0.9280531075354008	-0.206376907152151	0.20475200497311802	0.04378843102681399	0.9723257876452209	0.193106953031	0.0543936773011	0.552700300281	0.0411977517841
HEATR5B	-0.154148969353516	0.5331865610112579	0.0189034078367305	0.92475403138726	0.24450991707494896	0.17246193186725597	0.161954752516509	0.446441949062365	-0.0308875546162528	0.883301826739759	-0.315077888274026	0.0829747377765444	0.0801401636080963	0.542057816584261	-0.07307821373963401	0.571998235818119	0.135296629979777	0.26385162707023	-0.0617522808596267	0.5747358725389929	0.0247725957086167	0.829052353510831	-0.103392689352768	0.46779702230276204	0.506314952359489	0.314830953292232	0.427642607839	0.0139975898668	0.00865833049561	-0.063552585821
RHOA	-0.15335499297738098	0.6313852580431422	-0.125468205882739	0.287203544173732	0.0353982880439479	0.781353122250622	-0.0146668527714989	0.898635074370433	-0.0210996056940324	0.8799325707322371	-0.133139930852801	0.295090615996404	-0.0183724698728071	0.905218922656517	-0.216007302713705	0.0591952680791309	-0.0550383165185571	0.5750178097060821	-0.11978825538358999	0.215022681860606	-0.0725672256256052	0.507884262112068	-0.22626842497858302	0.0238430700376199	0.056967878083053	0.927342911990082	0.000418313177421	-0.247838926212	0.00053486178423	0.0846893536377
USP24	-0.146536683896466	0.607408696906424	0.0757385168465829	0.6931930439447328	-0.12141607515015598	0.44952749063771	0.245252078485688	0.193712271133767	0.140897399811198	0.514791150024285	0.136371812701997	0.620047521530018	-0.18943659213301603	0.14354657462940398	-0.0011976039875043198	0.988228345061135	0.030886906024148	0.753069254671569	0.148957707117579	0.283916321892398	0.24194407375867003	0.038747524083897	0.0618764174862713	0.509772961781921	0.49682935634155795	0.053534303579174	0.0786059951555	0.129892971865	0.16912661735	0.0366942146787
TAF1B	-0.146439899937288	0.311903638845482	0.14912855234794697	0.513375983265028	-0.380802764071989	0.10812967567433	-0.055053844029107	0.944937870728768	1.34001162404881	0.000841609092063485	-0.220546870102332	0.348509298941793	-0.423302472737502	0.00529608742227872	0.0629478333013343	0.544435933266557	0.0239517121341134	0.820653372710467	-0.179189123515552	0.18614782091069298	0.131983819103685	0.29080705407537	-0.250178329899235	0.0531176854690712	0.315959175462053	0.8448115779504151	0.11101698882	-0.160981044896	0.000113967239366	-0.556933078092
EYA3	-0.14412116857986	0.7620158165291869	-0.211936740665941	0.18800680446380605	0.309854128236688	0.151837636826031	-0.0953118880405249	0.6933408073533089	-0.167711844019767	0.45343771633204294	-0.0687071705841165	0.6813903430670871	-0.38090493650654295	0.0761195845680823	-0.335824015244405	0.0034644034263595397	0.31166157321717497	0.0253491173752004	-0.0885241323219256	0.581061903459938	-0.000508740086605025	0.9965218535113659	0.13767957920179902	0.23199194628624398	0.07004856368992	0.9526530704268259	0.84719663894	0.00506365385403	0.83417445504	0.00817337918008
RPS7	-0.14262065133122198	0.888449646241563	-0.175754350429493	0.299266762071341	0.10349823367020199	0.481208542774025	0.0833352633519608	0.60474430339275	-0.193974419438569	0.302851055229018	-0.143925138201867	0.373462026616105	0.199491994918072	0.309489293121706	-0.127532221383034	0.15901051451872303	-0.0103602966125516	0.9149335007735659	-0.0156692443306825	0.8733024084314209	-0.24123229569698798	0.0384866185179013	-0.14870035590454198	0.0958453239700394	0.03552640815218	0.93307447336108	0.3123063325	-0.0582231039706	0.790012698155	-0.171470440825
SATB1	-0.141408098216561	0.566837816425352	-0.21794295689082196	0.142623174704297	-0.188023317630185	0.37541644369006394	-0.404065747187618	0.0220062538981127	-0.164541072849339	0.43474947269810704	0.06457215115785099	0.6974084566139461	0.159754072989087	0.24859089258378197	-0.0269022851319581	0.8112694282553442	-0.21450815597789197	0.0491154268467776	0.0595866668700637	0.5623333486165	0.0466477272677455	0.7480162019053059	0.0778844071949205	0.42833937668973704	-0.50347364053573	0.6885610080715521	0.140418503258	0.0961068253322	0.228517936108	-0.00388515550239
TPR	-0.13904587768018697	0.540498869064868	0.100192364126375	0.537478448371931	0.0951422749394195	0.492620643099785	-0.17736566568619602	0.147943716611337	-0.145100165590121	0.482021776291505	0.0633907470910846	0.648051762787097	0.0767583014290105	0.47515737641124395	0.0549223179458469	0.531986304096533	0.44440924737623205	0.0034338469023856397	0.0384073005639677	0.6882739122386429	0.23701543763099103	0.0354262956558898	0.0345239664106131	0.706541587187133	0.023466268320019	0.9595974448872231	0.489194859728	-0.0278935500614	0.0058832537896	-0.214339225349
PUM2	-0.138906372322674	0.44264828125178596	-0.0580923702076623	0.6879859022972711	0.0282417692503959	0.841160516377555	-0.18814398152067602	0.21318399134475	0.0172986657569014	0.932507045328832	-0.0978461645067963	0.579975381058193	-0.36384252459682503	0.0167346261472022	-0.0200227968881966	0.860723197569063	-0.35636818348226706	0.00802315965384386	-0.32967858816318396	0.00398366143853338	-0.289383239616729	0.0627304586597425	-0.301560464105023	0.0126417338386267	0.154221304741344	0.7363627993113391	0.924084887038	-0.0264045980768	0.604212420158	0.0363831957705
GLS	-0.138668115284599	0.7277341593523591	0.0102942525892952	0.9401724864491842	-0.37261272460924105	0.0085350328239461	-0.07228201704234599	0.7750108550576171	-0.0420993616198239	0.7929983177095771	0.156886931924356	0.28365475298598203	-0.27896957280663004	0.341716900635004	0.103718852909514	0.311380057115337	-0.062421544935337005	0.528402205977233	-0.0546244690002603	0.6763624109508181	0.21250633770704802	0.131254424519339	0.0832241061045987	0.483594937146094	0.16074922332726002	0.768332293798948	0.000514299261894	0.238617035729	0.000119558847616	-0.162200045635
SRSF4	-0.134643088561365	0.76128946236854	-0.15649074341309802	0.46393044682409496	-0.125767816651679	0.536535221042216	-0.0802324477995129	0.690477189382838	-0.0448071278984876	0.854809950817643	-0.0806319357443412	0.6377470706836479	-0.5975438984078499	0.0335564611106476	-0.160926492843431	0.480863064807554	-0.154631878482065	0.464134586011206	-0.15449208116753302	0.4996326412097129	-0.259038034735744	0.22663942111197502	-0.131632533587611	0.435946179936126	-0.052019410664147996	0.964431034071475	0.433587246832	0.0236735464492	0.0707442770085	-0.0253892025528
MRPS25	-0.13298899330935002	0.13790881420698997	0.0235643697585914	0.8913893213216071	-0.108586706424938	0.459362602689751	0.12511425226883902	0.34021287754780205	-0.0118409559457378	0.9497141860394691	0.0842101171489823	0.6028466869891321	0.17541740816595996	0.474221035600349	0.0414772004680303	0.6704199930459871	-0.145943271423851	0.255030700480105	0.0807970356053811	0.421961522886152	-0.188471410941423	0.222252107754582	0.0452653893364146	0.6783223182563061	0.180235084506906	0.8394216982203941	0.678423635801	-0.00337328152733	0.373830112635	-0.0565968108539
RPL22	-0.130977373629653	0.0389274316244896	-0.0638544641240463	0.7611631428480681	-0.269620486267474	0.0929362574054727	0.132979559826235	0.556872654786275	0.536474698723638	0.09780484287414698	-0.14331476088950698	0.48685096346874296	0.875840966514965	5.2759371136734397e-05	-0.0637276411061337	0.536486283274269	0.00105261371311129	0.993465870860609	0.11556099825844	0.474459079970401	-0.22495818995043199	0.093618603769241	-0.21688487922907002	0.0481183611517909	-0.029440906397313	0.957698272999797	0.484948261256	0.0679749906492	0.315760185396	0.0319291682317
RANBP2	-0.130607956483447	0.293887031450225	0.0759235031089618	0.6026555197635339	0.0274508717068509	0.893743646060604	-0.18211319827584804	0.191015397509434	-0.508028474565376	0.038993312785738	0.18408269877714897	0.267759096828834	-0.272543110175019	0.11203419952366302	-0.0273836661311097	0.7374625130410659	0.11347584147934599	0.32396043670234803	-0.0931944802233615	0.325434175209133	-0.10857460757954501	0.34213204462359803	0.0885150017164215	0.321649170807188	-0.10663827451555001	0.8405182787178299	0.0979956915727	-0.107949943073	0.00268133404351	-0.0563352852199
BUB1	-0.13056589469902302	0.27645149421118703	0.189237996071909	0.14798731274491198	-0.43815631896347096	0.0160405169174313	-0.18382820686314802	0.18498531350924696	-0.170498165483016	0.38789295486818104	0.16289337543904	0.25055060936892104	0.102553281004354	0.39330682936751	0.0785798100130437	0.42384789453701793	0.0936500734004459	0.303959765645039	0.20815287533909899	0.148324961295224	-0.00748819235429978	0.9458584213882099	0.0184306735508881	0.831660359397269	0.037674964227204004	0.95469049887309	0.175479739656	-0.0707139151442	0.00574916401973	-0.130839271629
CAB39	-0.130522059000993	0.37672854159694896	-0.160854869321156	0.290787956655144	0.0770529957456873	0.6763584562120071	-0.15443895975763502	0.36836914642808294	0.21106482081321304	0.27780610843073306	-0.19306293508791197	0.237733319530212	-0.0455492861802601	0.7588764155107991	-0.20370834516139702	0.0529705435005132	-0.112025453810961	0.328941503708303	-0.148542707641537	0.17884060632863197	-0.12082960818571602	0.32335376530799	-0.20701166031820997	0.166110537262916	0.284370518958031	0.579578724231824	0.675325566207	0.0561770825435	0.698844942714	0.0447880947871
HNRNPU	-0.129759173878357	0.4354481253025971	-0.21674491807007504	0.246769874738886	-0.456809340336276	0.00284910283717768	0.115573728843876	0.36577688154850396	0.0966975461776569	0.643305621125866	-0.032825100273083996	0.8274257978076041	-0.284197014216024	0.059708434390661	-0.13520527467224802	0.240208258448524	-0.127675077936495	0.26682220129966894	-0.040181873580052	0.71687048111585	0.0208601142236716	0.88941017884401	-0.00445965137536878	0.964859412984888	0.268147588028398	0.0015812892282029997	0.0489654133172	0.132367292928	0.383809290932	-0.0425436393719
SAP130	-0.128390336549917	0.0541128144601815	-0.11612844633343301	0.425460966882594	0.0537476067582572	0.7915158491537561	-0.187360381746094	0.3944635674986529	-0.039296781801004994	0.8290159199368629	-0.0066433790849367	0.966761195139201	-0.514310120714247	0.0455483010145987	0.0958691013282884	0.304118851635778	0.116763646622835	0.555662057815264	-0.265623974807271	0.112362877827838	0.16994615992004503	0.229769531521846	0.0163754925732228	0.8986197947016791	0.42374985902917495	0.4656837859709311	0.00108227007756	-0.283183156532	0.353489316415	-0.0195957050139
UBP1	-0.128046856583888	0.752739022466461	-0.0708008976255496	0.68943947668172	-0.388877007757269	0.150250134292945	-0.000936601747024645	0.9950152990344859	-0.350445815674164	0.0587764705185046	-0.16999135666083304	0.392323086855144	-0.00254870519597528	0.9857842910034351	-0.165284089467657	0.0756880323921597	-0.0580856545795652	0.7183754931653149	0.0179509279243191	0.8740751219859492	-0.0455167700905563	0.7023273733339499	-0.0445555847596266	0.623036441782292	0.401502964443306	0.712529807500538	0.380658945401	-0.0504880174654	0.907999996932	-0.0824350495548
ZNF326	-0.12675755461122998	0.8701404121269399	-0.0543629732747855	0.7151023360399179	-0.0436966457618697	0.81929831531386	-0.0360213721344183	0.80808068792692	-0.169303464645118	0.389013682668417	0.00534533441505419	0.9716187260376121	-0.6385726500991479	0.0520042531975043	-0.0804708113940753	0.466051628570517	-0.0479287484456549	0.734036614201521	-0.0623186300901066	0.563541854304135	-0.22451219646968	0.136348686757989	0.0153757727865123	0.900411002725448	0.04004551125007601	0.9693253293759921	0.00783236256497	0.123621800123	0.887458299473	0.0166845928757
CNST	-0.123385899150616	0.70349145434743	0.474827289432095	0.000359017328608058	0.13052524349717098	0.46939608836144203	-0.116493529223495	0.388738023710052	-0.161771720114124	0.321782098597804	-0.125004448050718	0.4407904621278089	-0.0491714550776469	0.687958330150251	0.198567113568338	0.0469876112371467	0.143665614017426	0.238967070432401	-0.0980840432440368	0.320663734068783	-0.0513392749686453	0.659330833051678	-0.231430687975117	0.0385843904065204	0.06399192333313501	0.9712376498290971	0.164156718507	-0.0812314094371	0.994654833185	0.012136845671
KLHL12	-0.12038764863505098	0.18929741429403302	0.0655060879702038	0.667896471332625	-0.13913825533849	0.44613858200296996	-0.0266319381054373	0.864368154445353	0.116521143247839	0.5493845379789171	0.0700321474320738	0.728679448534953	-0.242883852342342	0.127183302078034	-0.0715790738405132	0.405055549390623	-0.0332923992775614	0.750880408202151	0.0303181308312533	0.7499817660980072	-0.0517903767431467	0.627272184205386	0.00444136424129001	0.9608022360174109	0.20371684016755898	0.87560016697035	0.699632519185	0.00597460472311	0.203070416986	-0.02061353779
INPP5D	-0.11933137957409101	0.0803066587255076	0.0511828147154739	0.7197092175103741	0.0747085734112137	0.6355755060491949	-0.165744036434385	0.27729736397404703	0.15453998992428	0.40039095071432895	-0.0971195414351703	0.590994903996293	-0.0467570024153693	0.805124366444125	-0.10158379670348801	0.24294541831804	-0.17025727102303698	0.125813599867971	-0.17658620201694394	0.103430003005663	0.153950303648766	0.156821365307128	-0.0625290809264726	0.475366218343884	-0.015558845196418002	0.9928699016545959	0.539997133719	0.0447590073282	0.0487915107112	0.040091740979
LRRC41	-0.118762042230055	0.862797764577147	-0.0269297063266121	0.8650057625697759	0.4377343565918879	0.0645065458521323	0.14161479413551503	0.43538379365468505	-0.14764655150038	0.4528909837417439	0.0164612331448585	0.915594816659995	0.242053289997131	0.383372050279188	-0.0916410958568289	0.40209767053185097	0.310641699944545	0.0363178680927307	0.30933383589589	0.0163226083700878	-0.0892926123284512	0.432434759667655	-0.0232982546651929	0.839602434953313	0.097427805963935	0.915522175392515	0.348113755808	0.0324478104386	0.654746815827	-0.00957535672327
PPM1G	-0.11709432285558699	0.283747795805114	0.0290673569304402	0.822809925154228	-0.3069604922696	0.0470042875891196	-0.0991535524798005	0.491060779717722	-0.131149222079057	0.4231565479918571	-0.101314323223441	0.544743547844036	-0.8513270718382759	0.00998423453083818	-0.0944874082204574	0.281040265411843	-0.4991501248039679	0.0036929515718628204	-0.036252257362095	0.7505024994061321	-0.21962609091997898	0.145513962330215	-0.130433290504866	0.369343974100261	0.36996484805285995	0.21091992204143803	0.541117962359	-0.0726911422474	0.285486428715	-0.0178947765427
DGUOK	-0.11528583596300501	0.829049861766271	-0.0506105533255163	0.829499296442741	0.397059464516494	0.225037635848487	0.0125835684024783	0.9670883873062259	-0.207332543869369	0.45293703518762296	-0.18348212160518199	0.5241615337020701	0.0300731043013689	0.913955968149607	-0.10876656103478	0.28847648673571197	0.17880156274844897	0.12440065543625099	0.0505496391825169	0.7452550763547701	-0.12839755485350698	0.36726039354707	-0.12601263804840498	0.46614127151888296	-0.140469186009134	0.9100950532790301	0.859154768193	0.0598313072774	0.745247426752	0.0327089333449
CLCC1	-0.113904426846181	0.443792489224466	0.0206425511528381	0.906517204481285	0.08292029725606599	0.7109978425809158	-0.12965852560429	0.61607094224654	0.308607182491408	0.247696163915439	0.10620137301816199	0.622092152720424	0.000892487310681589	0.9956534639541229	0.11164640740327401	0.41627866811321007	0.0310339002618994	0.840241771798729	-0.12360650637143598	0.34878612566518796	-0.197776751433009	0.188627454382401	-0.100879911743502	0.41090005229879206	-0.009277441990661998	0.9928699016545959	0.072478441159	-0.137586326977	0.0162830367148	-0.0421234533492
UBE2E3	-0.10860116766857801	0.650521359704036	0.127475408703344	0.44160114459109606	0.204351730545056	0.38047175660356897	-0.103527929148636	0.5854220984406279	0.23352007865385502	0.33268590983723806	-0.12243996470879501	0.51926483435015	-0.00911992512545345	0.9669002846666999	0.0772574940347946	0.365678240712276	0.121824324780917	0.29945763747647	-0.118381553608253	0.242262948286529	0.11030713359161301	0.48148780832506394	0.0261763841110213	0.7671186438745959	0.227668335699	0.8852738564519979	0.0922884496065	0.121867868744	0.543773198324	-0.0167677319326
SLC25A12	-0.108318906625234	0.49428967465162105	-0.38489158388822703	0.0599993130726527	0.00903612261670127	0.977487801306482	0.0080078749483933	0.9725694897094179	0.10016613915381697	0.812326323574688	0.0476976252123252	0.896509702126465	-0.0824095697160508	0.500219781286958	-0.0905052728170502	0.461827318284041	0.173802942223599	0.172881351341219	-0.0389866969939001	0.71319710689164	0.0971503791259572	0.38709126347436207	0.0848543431353153	0.360836813434109	0.06480574019729099	0.9685585776644351	0.401961042211	0.0441124451894	0.561134229847	0.0137781463186
RBBP4	-0.10782191449199799	0.538298211775982	-0.0238554466919143	0.8483196540717649	-0.17300337520742004	0.265280292448176	0.0416540332281638	0.782788604858677	0.187059440987515	0.19942449864503897	0.0065101300951908294	0.958497907384492	-0.21012656672388602	0.114761343544813	-0.11181834855042098	0.298110638467683	-0.117934607610797	0.259769299280612	-0.0881725658837599	0.3527873900275929	0.024856147354289	0.8213210185600841	0.0307795069132657	0.7639490185479391	0.060693666091283	0.857504392723745	0.000196817718778	-0.227938388623	0.000340439404202	-0.169078629589
COG2	-0.10488719451291802	0.44983081329333396	-0.0493283967629264	0.771341785796413	-0.10349954867214299	0.5937070762402149	-0.00250268997265868	0.9880054804433821	0.175807749206065	0.3680627394121961	0.17115804433489698	0.4286393162384	-0.107872829067257	0.6418233023972161	-0.10196502058246001	0.31658784136456103	-0.316088442824504	0.0167192761384051	-0.0228931632680047	0.8269356006918579	0.266415705932738	0.0796705773268028	0.0351418688671749	0.7111526899432741	-0.072703675874465	0.953896885324755	0.19543526816	-0.0513459191754	0.0130011782045	-0.177459477407
RABGGTB	-0.10163430939637899	0.0594704883426882	0.112109096070286	0.600825768970796	-0.161588225659201	0.46577469097647495	-0.348341054825212	0.0180348127197654	-0.633746226862352	0.0157717915950321	0.175719885885933	0.49484508957053797	0.233630531623272	0.0559389016790034	-0.0586176617619234	0.554168234987148	-0.250244894975113	0.0208701462735358	-0.0844945614908706	0.413484066234959	-0.0128165120730116	0.9266624743373569	-0.040927126348676	0.744255178119423	-0.16402895829942302	0.886328019341065	0.589590771774	-0.0271646923901	0.000112030713163	-0.413313563061
CLIC4	-0.097923947577589	0.11452979185325099	0.0707161110117585	0.676355837717461	-0.568014883931985	0.0008584804049223071	-0.0494947190402293	0.8170570435019959	-0.329773649966304	0.0770533955037799	0.0426848841947011	0.762672592882396	-0.11681525765152902	0.589022991964151	-0.0253530479025807	0.838700981918765	-0.367829490198582	0.00661711008200823	-0.0204817230930105	0.8975499784290409	-0.13141139474963098	0.34050711090426	-0.0407499100991124	0.7477693347147242	0.10494837215046002	0.9279070139804259	0.710326762061	-0.057366546044	0.49440417193	0.00521905249899
ZNF512	-0.097646708937284	0.869089261233939	-0.27819478466349895	0.183266662662219	-0.31809685242133395	0.326993777540648	0.20123977521646302	0.47964162037453495	0.009774819228826491	0.97639946355864	-0.13685900263642098	0.6375365487461241	-0.143734528790507	0.42132239467627003	0.0385210650543356	0.6933129701952839	-0.144229556109953	0.45573269973891994	-0.0452987875129015	0.7151567411644959	0.13564287210394602	0.268709812076393	-0.0188959688584623	0.842860744158996	0.14117127067889002	0.9108096619886291	0.125773213261	0.0868918653384	0.501840205676	-0.00982335839175
HNRNPR	-0.0953531796108706	0.642891385073058	-0.009056398648291959	0.943885871382913	-0.47946787464589796	0.00136206829320955	-0.11801333359956401	0.420564608966156	-0.04335493784953	0.805624455514255	0.0368382434052944	0.7633887455489279	0.6419453909228829	0.009970889442636929	0.36012142382570794	0.16842958554269	0.18482210368556498	0.18745865275746	0.0471366576491883	0.6756767833696661	0.40031005563699795	0.0544175234932307	0.0918964670168692	0.559908022286686	0.19945002248116198	0.856397835554184	0.00373442300537	0.120180530919	0.123564267338	-0.0245562987645
USP37	-0.0925843162932243	0.0608732292607061	-0.3736189639011379	0.21795048519915397	-0.00242351658791298	0.9918952547709889	0.0335256437463508	0.886031885299715	-0.34593525343971404	0.18636096179449696	-0.171376852996112	0.571550598307237	0.135772356667457	0.39814394703717104	-0.20827910227485	0.0949202391726866	-0.18097765765895002	0.21774841072549303	-0.10710749188987101	0.33038090607569204	-0.21685047071962602	0.05951611984751	-0.06733606434300099	0.46120621244893295	-0.100000996214034	0.936615418805292	0.000681377825917	-0.174956027462	0.0947969973358	-0.0737975595461
TTC13	-0.0883925992066514	0.9672912390055122	0.130307482670585	0.5284814237016071	-0.175844204796125	0.540717838437591	0.141470830807988	0.632170792608634	-0.42063169001453793	0.12263288588807901	-0.17356825666038503	0.30465872329043103	-0.0940656619047465	0.6043953323964221	0.208234746343157	0.169171310038029	-0.038779715853636	0.7506710678382459	0.0533190396691997	0.613727868267802	0.103599143802709	0.512249552209544	0.0737348585061296	0.5010859120949279	0.016256722928867	0.991587411012913	0.521672834914	0.122124093834	0.432660845271	-0.0237250353164
EPS15	-0.0862841573070804	0.8495317484520799	-0.0796361681562362	0.565637931076354	-0.254316135649418	0.117832030014036	-0.0566215904043436	0.6924817646772371	-0.0506226655447708	0.7973960949792959	-0.0622323248088365	0.639374397955745	-0.0978546605814259	0.5855575629961179	-0.05287580274136	0.558049413483463	0.12057034355263001	0.295587833049674	-0.0445171726192367	0.6395891495730489	0.14675188010634602	0.16857656918297198	-0.04504259060653	0.6363992552677379	0.31038102071130497	0.685869535816783	0.00307735472442	-0.105133723524	0.453066212777	0.0105356487397
NUP210	-0.0837795635733599	0.519414513262972	-0.12500556898308302	0.29408288322506704	-0.18905242898696803	0.179168024465888	-6.10525161540961e-05	0.999591182930615	0.00961255866843079	0.9566099152087579	-0.27740826059182105	0.027805626825866	-0.0131870385186961	0.924751129237275	-0.0212500004868235	0.795782277051889	0.0360858571413108	0.7337843512878421	0.0350304489987719	0.688465475504631	-0.135508573078857	0.220695823747581	-0.24065048792680602	0.0141573445638568	0.119855200862608	0.6002123998604549	0.514893795716	0.027794823209	0.0878913807911	-0.0923677034903
CWC22	-0.0828010053771679	0.8469341575605899	-0.12349159541425	0.360830183422038	-0.27387393627319	0.0443773685783926	-0.0795816336469384	0.5696565812590451	-0.0724403409215542	0.676900879364046	0.0316414368613753	0.8044458466846051	-0.19450170514927104	0.408517177386439	-0.00159937306141106	0.9853413706220551	-0.258310543542758	0.0339732802163064	0.0440170964578193	0.661688164359288	-0.0144802737909476	0.904157717828861	-0.0608552316742359	0.545224323927657	-0.008463955808943002	0.9933904999310671	0.0700446706934	-0.0575289139619	0.000497830015112	-0.17460010871
MTF2	-0.0807901776663964	0.285223411656687	0.136486813661636	0.370843482132471	-0.20345828889588502	0.237413565811424	-0.12127476313674002	0.501672433458124	0.3351106052594	0.161125464323577	0.0678334496054234	0.719990931892865	0.0858046340357032	0.617817389990259	0.0797363612816432	0.41897756681078	0.0225276670972698	0.8629781378631121	0.159307153082649	0.172354330352478	0.0613992316077532	0.5663140301735949	0.168865024841583	0.10740404551155601	-0.250984745162496	0.781850092461981	0.675944742336	0.0139134293738	0.0447225430437	0.0459884462668
PTBP2	-0.0804285250155354	0.6174237664599439	0.3161231454098	0.24907835724967003	-0.17188142886015098	0.5578969254488679	-0.25176530739977	0.23610947314032302	-0.14055635371140698	0.540527550293765	0.10675192091798899	0.618925012721975	0.143687031528245	0.20118366338043897	0.181158580085874	0.112246355280858	0.027733667044047998	0.8197952088333971	0.00387112819480019	0.9765733217944871	-0.0841945012466917	0.448183127066676	0.0696889476076676	0.617254601625044	0.11584541451127302	0.957698272999797	0.93148843765	-0.0061077073984	0.0707442770085	-0.0302401868333
FARP2	-0.0800238262786195	0.6629866506391561	0.0742176204584339	0.639100111778527	-0.164711319376408	0.46319380424909895	-0.467939518722526	0.0489312975043161	-0.440346943043966	0.0726613484125804	-0.19463864009255	0.361735824626108	0.15493549580729502	0.200280786012739	-0.0580033288264645	0.542251405324096	-0.214592951334062	0.0757600232904686	-0.12468021415289099	0.210614434171045	-0.170398636461729	0.204280035780091	-0.21234917729955102	0.075608297652638	-0.42862298995956205	0.8061043505013409	0.516731398062	-0.0190217444876	0.0369054900071	0.112250569326
