sensory_water_1	sensory_50uM_OXL_	sensory_water_2
MIR6842	0	0	0
MIR6843	0	0	7
MIR6844	0	0	0
MIR6845	0	0	0
MIR6846	0	0	0
MIR6847	0	0	0
MIR6848	0	0	0
MIR6849	0	0	0
MIR6850	0	0	0
MIR6851	0	0	0
MIR6852	0	0	0
MIR6853	0	0	0
MIR6854	0	0	0
MIR6855	0	0	0
MIR6856	0	0	0
MIR6857	0	0	0
MIR6858	0	0	0
MIR6859-1	0	0	0
MIR6859-2	0	0	0
MIR6859-3	0	0	0
MIR6859-4	0	0	0
MIR6860	0	0	0
MIR6861	0	0	0
MIR6862-1	0	0	0
MIR6862-2	0	0	0
MIR6863	0	0	0
MIR6864	0	0	0
MIR6865	0	0	0
MIR6866	0	0	1
MIR6867	0	0	0
MIR6868	0	0	0
MIR6869	0	0	0
MIR6870	0	0	0
MIR6871	0	0	0
MIR6872	0	0	0
MIR6873	0	0	0
MIR6874	0	0	0
MIR6875	0	0	0
MIR6876	0	0	0
MIR6877	0	0	0
MIR6878	0	0	0
MIR6879	0	0	0
MIR6880	0	0	0
MIR6881	0	0	0
MIR6882	0	0	0
MIR6883	0	0	0
MIR6884	0	0	0
MIR6885	0	0	0
MIR6886	0	0	0
MIR6887	0	0	0
MIR6888	0	0	0
MIR6889	0	0	0
MIR6890	0	0	0
MIR6891	0	0	0
MIR6892	0	0	0
MIR6893	0	0	0
MIR6894	0	0	0
MIR6895	0	0	0
MIR7-1	0	0	0
MIR7-2	0	0	0
MIR7-3	0	0	0
MIR7-3HG	0	0	0
MIR708	0	0	0
MIR7106	0	0	0
MIR7107	0	0	0
MIR7108	0	0	0
MIR7109	0	0	0
MIR711	0	0	0
MIR7110	0	0	0
MIR7111	0	0	0
MIR7112	0	0	0
MIR7113	0	0	0
MIR7114	0	0	0
MIR7150	0	0	0
MIR7151	0	0	0
MIR7152	0	0	0
MIR7153	0	0	0
MIR7154	0	0	0
MIR7155	0	0	0
MIR7156	0	0	0
MIR7157	0	0	0
MIR7158	0	0	0
MIR7159	0	0	0
MIR7160	0	0	0
MIR7161	0	0	0
MIR7162	0	0	0
MIR718	0	0	0
MIR744	0	0	0
MIR7515	0	0	0
MIR7515HG	0	0	0
MIR758	0	0	0
MIR759	0	0	0
MIR760	0	0	0
MIR761	0	0	0
MIR762	0	0	0
MIR762HG	1	27	13
MIR764	0	0	0
MIR7641-1	0	0	0
MIR7641-2	0	5	4
MIR765	0	0	0
MIR766	0	0	0
MIR767	0	0	0
MIR769	0	0	0
MIR770	0	0	0
MIR7702	0	0	0
MIR7703	0	1	0
MIR7704	0	0	0
MIR7705	3	11	54
MIR7706	0	0	0
MIR7843	0	0	0
MIR7844	0	5	0
MIR7845	0	0	0
MIR7846	0	0	0
MIR7847	0	0	0
MIR7848	0	0	0
MIR7849	0	0	0
MIR7850	0	0	0
MIR7851	6	32	21
MIR7852	0	0	0
MIR7853	0	0	0
MIR7854	0	0	0
MIR7855	0	0	0
MIR7856	0	0	0
MIR7973-1	0	0	0
MIR7973-2	0	0	0
MIR7974	0	0	0
MIR7975	0	0	0
MIR7976	0	0	0
MIR7977	0	0	0
MIR7978	0	0	0
MIR802	0	0	0
MIR8052	0	0	0
MIR8053	0	0	0
MIR8054	0	0	0
MIR8055	0	0	0
MIR8056	0	0	0
MIR8057	0	0	0
MIR8058	0	0	0
MIR8059	0	0	0
MIR8060	0	0	0
MIR8061	0	0	0
MIR8062	0	0	0
MIR8063	0	0	0
MIR8064	0	0	0
MIR8065	0	0	0
MIR8066	0	0	0
MIR8067	0	0	0
MIR8068	0	0	0
MIR8069-1	0	0	0
MIR8069-2	0	0	0
MIR8070	0	0	0
MIR8071-1	0	0	0
MIR8071-2	0	0	0
MIR8072	0	0	0
MIR8073	0	0	0
MIR8074	0	0	0
MIR8075	0	0	0
MIR8076	0	0	0
MIR8077	0	0	0
MIR8078	0	0	0
MIR8079	0	0	0
MIR8080	0	0	0
MIR8081	0	0	0
MIR8082	0	0	0
MIR8083	0	0	0
MIR8084	0	0	0
MIR8085	0	0	0
MIR8086	0	0	0
MIR8087	0	0	0
MIR8088	0	0	0
MIR8089	0	0	0
MIR8485	0	0	0
MIR873	0	0	0
MIR874	0	0	0
MIR875	0	0	0
MIR876	0	0	0
MIR877	0	0	0
MIR885	0	0	0
MIR887	0	0	0
MIR888	0	0	0
MIR889	0	0	0
MIR890	0	0	0
MIR891A	0	0	0
MIR891B	0	0	0
MIR892A	0	0	0
MIR892B	0	0	0
MIR892C	0	0	0
MIR9-1	0	0	0
MIR9-2	0	0	0
MIR9-3	0	0	0
MIR920	0	0	0
MIR921	0	0	0
MIR922	0	0	0
MIR924	0	0	0
MIR92A1	0	0	0
MIR92A2	0	0	0
MIR92B	0	0	0
MIR93	0	0	0
MIR933	0	0	0
MIR934	0	0	0
MIR935	0	0	0
MIR936	0	0	0
MIR937	0	0	0
MIR938	0	0	0
MIR939	0	0	0
MIR940	0	0	0
MIR941-1	0	0	0
MIR941-2	0	0	0
MIR941-3	0	0	0
MIR941-4	0	0	0
MIR941-5	0	0	0
MIR942	0	0	0
MIR943	0	0	0
MIR944	0	0	0
MIR95	0	0	0
MIR9500	0	0	0
MIR96	0	0	0
MIR98	0	1	0
MIR99A	0	0	0
MIR99AHG	35	39	58
MIR99B	0	0	0
MIRLET7A1	0	0	0
MIRLET7A2	0	0	0
MIRLET7A3	0	0	0
MIRLET7B	0	0	0
MIRLET7BHG	0	1	0
MIRLET7C	0	0	0
MIRLET7D	0	0	0
MIRLET7DHG	0	9	2
MIRLET7E	0	0	0
MIRLET7F1	0	0	0
MIRLET7F2	0	0	0
MIRLET7G	0	0	0
MIRLET7I	5	0	0
MIS12	5	64	42
MIS18A	49	47	46
MIS18BP1	106	73	69
MISP	0	0	0
MITD1	10	16	36
MITF	8	11	11
MIXL1	72	71	26
MKI67	428	213	266
MKKS	4	34	40
MKL1	17	115	89
MKL2	47	105	104
MKLN1	99	159	210
MKLN1-AS	2	37	2
MKNK1	13	12	9
MKNK1-AS1	0	9	9
MKNK2	67	106	121
MKRN1	33	86	47
MKRN2	15	34	32
MKRN2OS	0	0	0
MKRN3	0	7	0
MKRN7P	0	0	0
MKRN9P	0	0	0
MKS1	3	10	18
MKX	0	10	4
MKX-AS1	0	0	0
MLANA	2	1	0
MLC1	0	35	24
MLEC	428	345	389
MLF1	2	21	43
MLF2	146	167	189
MLH1	14	81	37
MLH3	66	79	72
MLIP	0	19	1
MLIP-IT1	0	4	1
MLK7-AS1	96	17	2
MLKL	2	0	0
MLLT1	32	58	62
MLLT10	74	86	93
MLLT10P1	0	0	0
MLLT11	286	346	575
MLLT3	6	38	79
MLLT4	283	150	148
MLLT4-AS1	0	0	0
MLLT6	21	30	45
MLN	0	0	0
MLNR	0	0	0
MLPH	0	1	18
MLST8	210	129	77
MLX	32	34	35
MLXIP	80	41	70
MLXIPL	4	2	3
MLYCD	1	3	10
MMAA	30	7	28
MMAB	68	104	55
MMACHC	100	64	104
MMADHC	49	98	115
MMD	135	51	32
MMD2	2	0	0
MME	1	119	94
MMEL1	0	0	0
MMGT1	29	136	103
MMP1	0	0	0
MMP10	0	0	0
MMP11	11	4	2
MMP12	0	4	0
MMP13	0	1	0
MMP14	395	466	172
MMP15	25	97	256
MMP16	179	280	462
MMP17	172	8	9
MMP19	31	29	51
MMP2	104	204	184
MMP20	3	94	3
MMP21	0	0	0
MMP23A	0	0	0
MMP23B	0	0	0
MMP24	40	49	76
MMP24-AS1	52	74	125
MMP25	0	0	5
MMP25-AS1	0	0	0
MMP26	0	17	5
MMP27	0	0	0
MMP28	1	0	33
MMP3	0	0	0
MMP7	0	0	0
MMP8	14	36	37
MMP9	6	115	127
MMRN1	0	0	2
MMRN2	0	0	3
MMS19	231	201	281
MMS22L	2	15	5
MN1	43	142	127
MNAT1	20	74	49
MND1	18	43	33
MNDA	0	0	0
MNS1	58	104	52
MNT	43	50	45
MNX1	0	0	0
MNX1-AS1	16	16	6
MOAP1	17	18	46
MOB1A	10	0	5
MOB1B	2	21	6
MOB2	2	34	50
MOB3A	14	32	48
MOB3B	68	20	44
MOB3C	1	3	14
MOB4	26	54	113
MOBP	7	22	4
MOCOS	1	2	3
MOCS1	2	24	42
MOCS2	5	49	55
MOCS3	1	4	20
MOG	0	8	0
MOGAT1	0	0	0
MOGAT2	0	0	0
MOGAT3	0	27	8
MOGS	1	27	21
MOK	9	63	77
MON1A	47	56	52
MON1B	15	4	20
MON2	35	64	105
MORC1	0	0	4
MORC2	20	47	15
MORC2-AS1	0	33	19
MORC3	60	98	52
MORC4	64	79	113
MORF4L1	14	154	190
MORF4L2	68	442	525
MORF4L2-AS1	1	0	2
MORN1	0	2	9
MORN2	0	37	23
MORN3	0	0	0
MORN4	8	18	44
MORN5	1	0	1
MOS	0	0	0
MOSPD1	6	7	21
MOSPD2	0	15	14
MOSPD3	0	3	9
MOV10	150	132	125
MOV10L1	0	4	2
MOXD1	95	1	53
MOXD2P	0	0	0
MPC1	124	80	65
MPC1L	0	0	0
MPC2	37	32	42
MPDU1	213	124	125
MPDZ	80	84	146
MPEG1	0	4	0
MPG	24	39	56
MPHOSPH10	11	75	83
MPHOSPH6	125	297	212
MPHOSPH8	283	319	287
MPHOSPH9	4	12	17
MPI	102	29	113
MPL	1	19	16
MPLKIP	5	32	62
MPND	53	54	42
MPO	0	0	0
MPP1	10	2	44
MPP2	26	15	50
MPP3	11	51	19
MPP4	0	11	0
MPP5	12	40	41
MPP6	117	199	227
MPP7	0	5	0
MPPE1	1	10	47
MPPED1	0	4	25
MPPED2	37	35	77
MPRIP	136	119	114
MPST	23	18	47
MPV17	18	38	39
MPV17L	1	28	21
MPV17L2	0	0	6
MPZ	86	115	356
MPZL1	106	54	178
MPZL2	0	9	49
MPZL3	3	12	3
MR1	0	1	0
MRAP	0	0	0
MRAP2	7	9	17
MRAS	8	59	27
MRC1	1	12	0
MRC2	62	283	280
MRE11A	102	50	69
MREG	32	71	7
MRFAP1	51	286	426
MRFAP1L1	253	526	491
MRGBP	59	48	98
MRGPRD	0	0	0
MRGPRE	0	0	0
MRGPRF	0	1	2
MRGPRF-AS1	0	0	0
MRGPRG	0	0	0
MRGPRG-AS1	0	0	0
MRGPRX1	0	0	0
MRGPRX2	0	0	0
MRGPRX3	0	0	0
MRGPRX4	0	0	0
MRI1	1	44	1
MRLN	0	0	0
MRM1	5	9	2
MRO	0	19	0
MROH1	3	23	2
MROH2A	0	0	0
MROH2B	0	0	1
MROH5	0	0	0
MROH6	0	6	13
MROH7	0	0	11
MROH7-TTC4	104	49	99
MROH8	9	55	15
MROH9	0	0	5
MRPL1	27	82	44
MRPL10	6	19	33
MRPL11	33	88	133
MRPL12	185	72	95
MRPL13	27	25	18
MRPL14	64	74	85
MRPL15	88	30	104
MRPL16	30	55	41
MRPL17	3	47	102
MRPL18	26	43	21
MRPL19	70	40	48
MRPL2	15	30	31
MRPL20	86	203	170
MRPL21	39	38	45
MRPL22	22	83	37
MRPL23	0	0	0
MRPL23-AS1	0	0	0
MRPL24	58	169	141
MRPL27	159	244	188
MRPL28	302	104	62
MRPL3	31	63	116
MRPL30	82	52	119
MRPL32	6	5	7
MRPL33	190	91	144
MRPL34	1	28	3
MRPL35	60	22	54
MRPL36	0	3	7
MRPL37	176	82	141
MRPL38	421	286	206
MRPL39	0	0	11
MRPL4	126	98	102
MRPL40	24	59	87
MRPL41	631	578	647
MRPL42	2	15	26
MRPL42P5	17	3	16
MRPL43	68	66	141
MRPL44	1	30	19
MRPL45	55	5	41
MRPL45P2	7	0	0
MRPL46	4	77	62
MRPL47	2	35	50
MRPL48	12	20	50
MRPL49	2	47	50
MRPL50	16	7	19
MRPL51	112	127	202
MRPL52	70	63	92
MRPL53	37	54	179
MRPL54	43	59	56
MRPL55	368	220	284
MRPL57	71	114	135
MRPL9	29	71	73
MRPS10	84	61	171
MRPS11	53	25	27
MRPS12	107	44	134
MRPS14	16	28	48
MRPS15	40	77	80
MRPS16	45	113	138
MRPS17	61	63	55
MRPS18A	222	161	166
MRPS18B	289	328	266
MRPS18C	13	68	90
MRPS2	86	103	126
MRPS21	88	158	331
MRPS22	0	8	7
MRPS23	3	12	32
MRPS24	99	212	305
MRPS25	79	137	152
MRPS26	270	141	176
MRPS27	49	92	115
MRPS28	0	0	1
MRPS30	3	10	15
MRPS31	24	76	84
MRPS31P5	8	10	28
MRPS33	31	85	101
MRPS34	18	69	76
MRPS35	25	45	65
MRPS36	3	17	38
MRPS5	105	167	187
MRPS6	102	169	236
MRPS7	106	88	151
MRPS9	46	44	42
MRRF	13	16	28
MRS2	9	2	22
MRS2P2	0	5	6
MRTO4	98	93	63
MRVI1	18	0	16
MRVI1-AS1	0	0	0
MS4A1	8	6	6
MS4A10	28	0	0
MS4A12	0	0	0
MS4A13	0	0	0
MS4A14	0	0	0
MS4A15	0	0	0
MS4A18	0	0	0
MS4A2	3	13	4
MS4A3	0	0	0
MS4A4A	0	0	0
MS4A5	0	0	0
MS4A6A	0	0	0
MS4A6E	0	0	0
MS4A7	1	7	0
MS4A8	0	0	0
MSANTD1	0	2	0
MSANTD2	7	49	51
MSANTD3	93	25	44
MSANTD3-TMEFF1	3	21	26
MSANTD4	9	35	74
MSC	0	0	2
MSC-AS1	0	0	0
MSGN1	0	0	0
MSH2	95	103	111
MSH3	54	43	82
MSH4	0	0	8
MSH5	0	5	0
MSH5-SAPCD1	0	8	3
MSH6	263	224	223
MSI1	72	47	13
MSI2	1	15	1
MSL1	299	139	164
MSL2	61	97	149
MSL3	54	91	39
MSL3P1	20	16	18
MSLN	0	0	0
MSMB	0	0	0
MSMO1	173	89	134
MSMP	0	0	0
MSN	473	363	422
MSR1	12	6	1
MSRA	4	19	7
MSRB1	11	12	25
MSRB2	105	93	138
MSRB3	62	39	93
MSS51	9	1	3
MST1	0	3	6
MST1L	0	0	0
MST1P2	0	0	0
MST1R	0	0	0
MSTN	0	0	8
MSTO1	116	43	46
MSTO2P	0	2	1
MSX1	158	254	501
MSX2	46	235	129
MSX2P1	0	0	0
MT1A	0	1	0
MT1B	0	0	0
MT1DP	0	0	0
MT1E	1	0	0
MT1F	1	1	0
MT1G	0	0	0
MT1H	0	0	0
MT1HL1	0	7	0
MT1IP	0	0	0
MT1JP	0	0	0
MT1L	1	0	1
MT1M	0	0	0
MT1X	1	0	1
MT2A	25	57	56
MT3	0	0	7
MT4	0	0	0
MTA1	36	87	79
MTA2	22	107	78
MTA3	29	55	115
MTAP	43	33	30
MTBP	4	4	0
MTCH1	297	506	592
MTCH2	116	221	232
MTCL1	49	12	26
MTCP1	0	14	10
MTDH	531	760	848
MTERF1	5	21	2
MTERF2	3	24	11
MTERF3	0	13	9
MTERF4	122	34	55
MTF1	14	9	25
MTF2	48	94	68
MTFMT	0	23	12
MTFP1	3	2	17
MTFR1	8	2	4
MTFR1L	151	162	96
MTFR2	0	2	6
MTG1	58	79	83
MTG2	30	8	27
MTHFD1	40	37	18
MTHFD1L	13	53	66
MTHFD2	36	117	155
MTHFD2L	0	3	6
MTHFD2P1	3	1	2
MTHFR	31	99	61
MTHFS	0	3	4
MTHFSD	0	12	21
MTIF2	92	34	67
MTIF3	90	93	94
MTL5	0	2	7
MTM1	0	9	1
MTMR1	1	44	33
MTMR10	24	94	86
MTMR11	1	4	14
MTMR12	47	66	18
MTMR14	98	57	57
MTMR2	25	38	59
MTMR3	54	73	55
MTMR4	50	42	67
MTMR6	18	45	30
MTMR7	29	16	16
MTMR8	0	0	0
MTMR9	164	223	258
MTMR9LP	0	29	12
MTNR1A	0	0	0
MTNR1B	0	0	0
MTO1	1	0	20
MTOR	3	52	40
MTOR-AS1	0	0	0
MTPAP	28	106	52
MTPN	477	400	466
MTR	135	85	120
MTRF1	1	11	16
MTRF1L	13	14	15
MTRNR2L1	32	19	26
MTRNR2L10	0	1	0
MTRNR2L2	13	64	26
MTRNR2L3	26	113	92
MTRNR2L4	17	2	7
MTRNR2L5	0	0	0
MTRNR2L6	8	0	0
MTRNR2L7	0	7	2
MTRNR2L8	1	20	1
MTRNR2L9	4	10	5
MTRR	14	39	13
MTSS1	39	23	24
MTSS1L	44	131	42
MTTP	0	0	3
MTURN	61	86	103
MTUS1	16	5	27
MTUS2	53	49	33
MTUS2-AS1	0	0	0
MTVR2	19	1	12
MTX1	0	0	0
MTX2	0	31	48
MTX3	7	27	23
MUC1	10	40	15
MUC12	5	0	3
MUC13	0	2	0
MUC15	0	0	0
MUC16	0	12	9
MUC17	0	12	0
MUC19	33	46	26
MUC2	0	0	1
MUC20	19	23	3
MUC21	0	0	0
MUC22	15	0	0
MUC3A	3	21	1
MUC4	9	1	0
MUC5AC	2	12	2
MUC5B	0	1	1
MUC6	0	18	26
MUC7	0	0	2
MUCL1	1	0	0
MUL1	152	120	75
MUM1	99	229	199
MUM1L1	0	39	21
MURC	46	11	4
MUS81	0	14	8
MUSK	17	5	0
MUSTN1	5	23	7
MUT	30	76	75
MUTYH	0	18	12
MVB12A	271	151	149
MVB12B	27	136	139
MVD	406	184	166
MVK	96	74	79
MVP	0	32	17
MX1	0	16	18
MX2	1	1	6
MXD1	31	30	14
MXD3	26	119	138
MXD4	75	175	251
MXI1	55	157	134
MXRA5	77	83	83
MXRA7	23	52	57
MXRA8	112	132	237
MYADM	364	231	256
MYADML	9	46	3
MYADML2	0	0	0
MYB	3	4	0
MYBBP1A	56	80	30
MYBL1	1	18	29
MYBL2	101	57	145
MYBPC1	0	23	0
MYBPC2	1	0	7
MYBPC3	0	0	0
MYBPH	0	61	14
MYBPHL	0	0	0
MYC	0	23	17
MYCBP	49	35	32
MYCBP2	224	449	385
MYCBP2-AS1	1	13	11
MYCBPAP	0	49	27
MYCL	0	9	4
MYCN	0	15	5
MYCNOS	0	36	0
MYCNUT	0	0	0
MYCT1	7	18	0
MYD88	2	5	7
MYDGF	19	85	83
MYEF2	129	81	102
MYEOV	0	0	13
MYEOV2	142	249	266
MYF5	0	0	0
MYF6	0	0	0
MYH1	0	0	0
MYH10	573	349	439
MYH11	1	26	27
MYH13	18	5	0
MYH14	1	10	1
MYH15	33	23	36
MYH16	0	0	0
MYH2	0	0	0
MYH3	31	71	141
MYH4	47	0	0
MYH6	0	0	0
MYH7	0	5	3
MYH7B	1	9	12
MYH8	0	0	0
MYH9	128	185	175
MYHAS	21	22	11
MYL1	8	68	64
MYL10	0	0	0
MYL12A	7	134	136
MYL12B	68	302	309
MYL2	0	0	0
MYL3	0	14	0
MYL4	0	2	5
MYL5	26	14	58
MYL6	695	924	1364
MYL6B	86	198	189
MYL7	0	0	0
MYL9	151	91	125
MYLIP	142	163	156
MYLK	15	32	30
MYLK-AS1	4	12	12
MYLK-AS2	0	0	0
MYLK2	0	14	0
MYLK3	18	32	17
MYLK4	0	5	2
MYLPF	19	77	74
MYNN	20	55	31
MYO10	238	162	211
MYO15A	0	0	0
MYO15B	2	13	28
MYO16	3	25	7
MYO16-AS1	0	0	0
MYO18A	170	238	179
MYO18B	0	0	0
MYO19	21	48	23
MYO1A	0	0	0
MYO1B	188	74	129
MYO1C	106	83	93
MYO1D	1	6	22
MYO1E	1	29	7
MYO1F	0	0	0
MYO1G	0	5	0
MYO1H	0	6	10
MYO3A	0	12	4
MYO3B	26	7	0
MYO5A	102	207	108
MYO5B	33	1	8
MYO5C	20	23	23
MYO6	183	131	128
MYO7A	0	0	1
MYO7B	0	0	0
MYO9A	48	154	165
MYO9B	20	123	81
MYOC	0	0	0
MYOCD	0	0	11
MYOD1	0	6	4
MYOF	75	94	72
MYOG	0	14	0
MYOM1	16	47	11
MYOM2	1	8	32
MYOM3	0	0	0
MYOT	0	0	7
MYOZ1	0	0	0
MYOZ2	0	0	0
MYOZ3	16	1	24
MYPN	0	3	0
MYPOP	7	19	9
MYRF	12	4	0
MYRFL	16	7	23
MYRIP	0	0	0
MYSM1	50	55	50
MYT1	18	39	19
MYT1L	25	21	31
MYT1L-AS1	0	6	0
MYZAP	0	6	34
MZB1	0	0	0
MZF1	12	35	123
MZF1-AS1	1	24	19
MZT1	66	31	22
MZT2A	379	342	436
MZT2B	854	733	1034
N4BP1	121	197	161
N4BP2	147	103	131
N4BP2L1	0	0	0
N4BP2L2	72	163	175
N4BP2L2-IT2	0	0	0
N4BP3	71	18	10
N6AMT1	1	14	22
N6AMT2	26	40	33
NAA10	31	78	52
NAA11	0	0	0
NAA15	173	152	143
NAA16	13	89	62
NAA20	23	53	40
NAA25	23	80	67
NAA30	52	57	80
NAA35	60	165	104
NAA38	156	253	297
NAA40	31	47	10
NAA50	41	98	69
NAA60	56	70	47
NAAA	0	0	0
NAALAD2	0	21	7
NAALADL1	1	9	7
NAALADL2	0	30	12
NAALADL2-AS1	4	0	7
NAALADL2-AS2	0	0	0
NAALADL2-AS3	0	0	0
NAB1	92	160	118
NAB2	26	84	89
NABP1	31	37	7
NABP2	39	26	24
NACA	229	398	893
NACA2	0	2	4
NACAD	44	124	160
NACAP1	0	0	0
NACC1	8	36	76
NACC2	3	7	26
NADK	0	19	23
NADK2	88	117	130
NADSYN1	12	33	27
NAE1	105	122	150
NAF1	3	12	8
NAGA	18	29	29
NAGK	9	53	45
NAGLU	24	39	64
NAGPA	0	19	13
NAGPA-AS1	0	0	0
NAGS	0	8	3
NAIF1	0	25	36
NAIP	0	0	0
NALCN	0	27	21
NALCN-AS1	0	5	0
NAMA	0	0	0
NAMPT	3	30	5
NANOG	4	14	0
NANOGNB	0	0	15
NANOS1	10	53	11
NANOS2	0	2	0
NANOS3	1	2	24
NANP	11	13	0
NANS	44	38	28
NAP1L1	1399	948	1550
NAP1L2	2	17	31
NAP1L3	21	37	75
NAP1L4	253	460	475
NAP1L5	0	43	46
NAP1L6	0	1	0
NAPA	19	74	74
NAPA-AS1	13	0	0
NAPB	77	137	130
NAPEPLD	8	33	34
NAPG	81	41	42
NAPRT	87	59	41
NAPSA	0	1	1
NAPSB	0	0	0
NARF	119	141	106
NARFL	0	6	6
NARR	0	1	3
NARS	105	193	245
NARS2	0	32	11
NASP	895	587	510
NAT1	0	0	3
NAT10	123	202	162
NAT14	36	55	155
NAT16	0	0	0
NAT2	0	2	0
NAT6	2	40	16
NAT8	0	1	0
NAT8B	0	0	0
NAT8L	8	16	11
NAT9	10	28	17
NATD1	0	29	31
NAV1	89	315	419
NAV2	236	62	55
NAV2-AS2	0	0	0
NAV2-AS4	0	0	0
NAV2-AS5	0	13	0
NAV3	180	60	56
NBAS	116	104	170
NBAT1	52	14	8
NBEA	244	149	157
NBEAL1	60	31	46
NBEAL2	2	15	31
NBEAP1	0	0	0
NBL1	294	101	179
NBN	0	43	41
NBPF1	26	49	2
NBPF10	0	2	1
NBPF11	0	1	1
NBPF12	0	18	3
NBPF13P	0	0	0
NBPF14	0	0	0
NBPF15	1	2	6
NBPF18P	0	0	0
NBPF20	0	0	0
NBPF22P	0	0	0
NBPF25P	0	0	0
NBPF3	0	5	5
NBPF4	2	0	0
NBPF6	0	0	0
NBPF7	0	0	0
NBPF8	6	22	5
NBPF9	22	19	0
NBR1	68	121	152
NBR2	5	0	3
NCALD	68	98	285
NCAM1	273	564	759
NCAM1-AS1	0	3	0
NCAM2	11	25	15
NCAN	17	11	28
NCAPD2	60	37	111
NCAPD3	3	31	54
NCAPG	81	72	114
NCAPG2	44	34	38
NCAPH	56	11	30
NCAPH2	245	390	234
NCBP1	107	94	71
NCBP2	285	275	177
NCBP2-AS2	94	114	147
NCCRP1	0	4	7
NCDN	43	150	141
NCEH1	0	6	3
NCF1	0	0	0
NCF1B	0	0	0
NCF1C	0	1	0
NCF2	14	0	0
NCF4	0	0	0
NCK1	15	6	47
NCK1-AS1	0	12	0
NCK2	12	75	74
NCKAP1	25	89	81
NCKAP1L	1	20	18
NCKAP5	15	12	13
NCKAP5L	16	81	75
NCKIPSD	8	14	9
NCL	3274	2293	2233
NCLN	286	116	149
NCMAP	2	35	0
NCOA1	184	228	162
NCOA2	18	33	7
NCOA3	134	121	149
NCOA4	39	105	143
NCOA5	0	12	26
NCOA6	59	135	78
NCOA7	50	97	106
NCOA7-AS1	0	0	0
NCOR1	179	270	171
NCOR1P1	0	0	0
NCOR2	284	528	608
NCR1	0	0	0
NCR2	0	0	0
NCR3	0	0	0
NCR3LG1	17	26	18
NCRNA00250	0	0	0
NCRUPAR	0	1	3
NCS1	112	228	249
NCSTN	0	29	8
NDC1	27	42	58
NDC80	59	59	32
NDE1	56	78	143
NDEL1	24	24	48
NDFIP1	72	143	241
NDFIP2	0	35	12
NDFIP2-AS1	0	0	0
NDN	76	184	249
NDNF	0	0	0
NDNL2	0	2	29
NDOR1	5	35	16
NDP	4	0	9
NDRG1	10	75	112
NDRG2	51	160	109
NDRG3	17	106	134
NDRG4	21	169	99
NDST1	228	340	426
NDST2	1	29	44
NDST3	0	26	24
NDST4	0	4	0
NDUFA1	54	107	127
NDUFA10	178	200	204
NDUFA11	762	465	673
NDUFA12	57	59	76
NDUFA13	306	334	426
NDUFA2	90	214	191
NDUFA3	44	87	96
NDUFA4	11	163	212
NDUFA4L2	25	17	22
NDUFA5	54	192	149
NDUFA6	137	258	184
NDUFA6-AS1	11	28	6
NDUFA7	10	32	15
NDUFA8	8	53	72
NDUFA9	130	227	246
NDUFAB1	22	151	127
NDUFAF1	0	38	33
NDUFAF2	4	44	59
NDUFAF3	7	61	62
NDUFAF4	3	15	37
NDUFAF4P1	0	2	0
NDUFAF5	2	25	5
NDUFAF6	2	5	6
NDUFAF7	13	29	15
NDUFB1	26	116	175
NDUFB10	150	174	215
NDUFB11	136	174	237
NDUFB2	126	370	293
NDUFB2-AS1	0	24	12
NDUFB3	5	10	14
NDUFB4	41	142	141
NDUFB5	2	26	71
NDUFB6	2	14	40
NDUFB7	37	108	143
NDUFB8	90	405	404
NDUFB9	120	337	383
NDUFC1	1	81	29
NDUFC2	98	152	290
NDUFC2-KCTD14	1	4	20
NDUFS1	12	52	49
NDUFS2	103	138	202
NDUFS3	139	199	251
NDUFS4	61	101	123
NDUFS5	140	266	260
NDUFS6	1408	938	977
NDUFS7	129	66	186
NDUFS8	104	155	183
NDUFV1	191	152	211
NDUFV2	23	51	92
NDUFV2-AS1	0	3	0
NDUFV3	62	141	93
NEAT1	174	852	220
NEB	58	226	75
NEBL	5	29	23
NEBL-AS1	0	0	0
NECAB1	12	58	87
NECAB2	0	0	24
NECAB3	1	25	1
NECAP1	6	3	21
NECAP2	6	70	37
NEDD1	7	86	80
NEDD4	47	20	43
NEDD4L	44	137	99
NEDD8	643	513	773
NEDD8-MDP1	272	143	117
NEDD9	16	42	21
NEFH	3	71	89
NEFL	833	1984	2299
NEFM	1954	3781	3683
NEGR1	22	16	7
NEGR1-IT1	0	0	0
NEIL1	0	20	3
NEIL2	65	174	118
NEIL3	2	2	11
NEK1	81	149	211
NEK10	0	11	0
NEK11	0	34	17
NEK2	62	12	26
NEK3	34	9	25
NEK4	15	13	3
NEK5	0	0	7
NEK6	42	43	47
NEK7	0	15	26
NEK8	81	30	35
NEK9	27	55	51
NELFA	10	78	105
NELFB	174	249	223
NELFCD	1	40	11
NELFE	204	290	273
NELL1	2	0	9
NELL2	3	55	27
NEMF	180	303	279
NEMP1	1	0	14
NEMP2	0	0	11
NENF	69	239	217
NEO1	113	272	248
NES	158	465	334
NET1	301	158	185
NETO1	0	0	0
NETO2	59	77	86
NEU1	5	27	33
NEU2	0	0	0
NEU3	0	8	13
NEU4	0	1	23
NEURL1	2	14	11
NEURL1-AS1	0	0	0
NEURL1B	3	29	76
NEURL2	0	7	0
NEURL3	0	0	0
NEURL4	161	122	91
NEUROD1	0	37	13
NEUROD2	32	15	2
NEUROD4	0	10	0
NEUROD6	0	0	0
NEUROG1	0	0	0
