enteric_50uM_OXL_1	enteric_50uM_OXL_2	sensory_50uM_OXL_
AGAP2-AS1	11.7710786110991	18.4887677222627	23.0125817042007
AGAP3	775.125526540873	326.959260772646	654.214822733705
AGAP4	1.76566179166486	0.973093038013827	0
AGAP5	4.11987751388467	0	8.21877918007167
AGAP6	15.3024021944288	0	0
AGAP7P	0.588553930554953	0	13.1500466881147
AGAP9	11.1825246805441	0	14.793802524129
AGBL1	4.70843144443963	0	0
AGBL1-AS1	0	0	0
AGBL2	5.29698537499458	0	19.725070032172
AGBL3	2.94276965277477	0	8.21877918007167
AGBL4	0	0	0
AGBL4-IT1	0	0	8.21877918007167
AGBL5	476.140129818957	815.451965855587	356.695016415111
AGBL5-AS1	0.588553930554953	0	0
AGER	15.8909561249837	0.973093038013827	21.3688258681863
AGFG1	137.133065819304	98.2823968393965	220.263282025921
AGFG2	13.5367404027639	0	55.8876984244874
AGGF1	131.83608044431	214.080468363042	101.912861832889
AGK	31.7819122499675	0.973093038013827	88.7628151447741
AGL	56.5011773332755	72.0088848130232	80.5440359647024
AGMAT	15.8909561249837	0	8.21877918007167
AGMO	0	0	0
AGO1	89.4601974443529	112.878792409604	93.6940826528171
AGO2	96.5228446110123	126.502094941797	172.594362781505
AGO3	22.3650493610882	59.3586753188434	46.0251634084014
AGO4	88.283089583243	110.932606333576	70.6815009486164
AGPAT1	341.361279721873	243.273259503457	366.557551431197
AGPAT2	100.054168194342	252.031096845581	146.294269405276
AGPAT3	155.378237666508	108.013327219535	259.713422090265
AGPAT4	226.593263263657	83.6860012691891	162.731827765419
AGPAT4-IT1	11.1825246805441	0	26.3000933762293
AGPAT5	324.881769666334	217.972840515097	147.93802524129
AGPS	36.4903436944071	25.3004189883595	128.212955209118
AGR2	3.53132358332972	1.94618607602765	4.931267508043
AGR3	0	0	0
AGRN	625.04427424936	1151.16906397036	789.00280128688
AGRP	0	0	0
AGT	7.06264716665944	0.973093038013827	9.862535016086
AGTPBP1	107.705369291556	108.986420257549	98.6253501608601
AGTR1	0	0	0
AGTR2	0	0	0
AGTRAP	35.9017897638522	1.94618607602765	21.3688258681863
AGXT	0	0	0
AGXT2	0	0	29.587605048258
AHCTF1	94.7571828193475	76.8743500030923	50.9564309164444
AHCTF1P1	3.53132358332972	0.973093038013827	0
AHCY	234.244464360871	193.645514564751	77.2565242926737
AHCYL1	618.570181013256	585.802008884324	338.613702218953
AHCYL2	14.1252943333189	0	24.656337540215
AHDC1	116.533678249881	250.084910769553	239.988352058093
AHI1	131.83608044431	67.143419622954	143.006757733247
AHNAK	275.443239499718	1698.04735133413	879.409372267669
AHNAK2	213.645076791448	203.37644494489	382.99510979134
AHR	74.1577952499241	275.385329757913	83.831547636731
AHRR	12.948186472209	0.973093038013827	0
AHSA1	333.710078624659	212.134282287014	327.107411366852
AHSA2	57.6782851943854	122.609722789742	119.994176029046
AHSG	0	0	0
AHSP	0	0	0
AICDA	1.76566179166486	0.973093038013827	167.663095273462
AIDA	10.0054168194342	0	9.862535016086
AIF1	4.11987751388467	0.973093038013827	47.6689192444157
AIF1L	61.7981627082701	11.6771164561659	42.7376517363727
AIFM1	95.3457367499024	70.0626987369955	67.3939892765877
AIFM2	12.359632541654	0.973093038013827	23.0125817042007
AIFM3	0.588553930554953	0	6.57502334405734
AIG1	21.7764954305333	9.73093038013826	37.8063842283297
AIM1	1.76566179166486	0.973093038013827	26.3000933762293
AIM1L	0	0	9.862535016086
AIM2	7.06264716665944	0	0
AIMP1	131.247526513755	81.7398151931614	72.3252567846307
AIMP2	178.920394888706	260.788934187705	93.6940826528171
AIP	54.1469616110557	117.744257599673	87.1190593087597
AIPL1	1.17710786110991	0	47.6689192444157
AIRE	0	0	11.5062908521003
AIRN	0	0	0
AJAP1	28.2505886666378	0.973093038013827	29.587605048258
AJUBA	26.4849268749729	230.623050009277	42.7376517363727
AK1	108.293923222111	92.4438386113135	159.44431609339
AK2	173.034855583156	292.901004442162	166.019339437448
AK3	160.675223041502	68.1165126609679	236.700840386064
AK4	62.97527056938	89.524559497272	23.0125817042007
AK5	24.719265083308	0	13.1500466881147
AK6	37.667451555517	147.910141778102	34.518872556301
AK7	0	0	19.725070032172
AK8	0	0	0
AK9	45.3186526527314	0	27.9438492122437
AKAP1	89.4601974443529	69.0896056989817	49.31267508043
AKAP10	45.9072065832864	85.6321873452167	75.6127684566594
AKAP11	178.331840958151	43.7891867106222	156.156804421362
AKAP12	1627.35161798445	3088.59730265589	1517.18663664123
AKAP13	263.083606958064	164.452723424337	613.120926833347
AKAP14	9.41686288887925	0	4.931267508043
AKAP17A	309.579367471905	144.017769626046	216.975770353892
AKAP2	526.167213916128	1250.42455384777	563.808251752917
AKAP3	0	0	0
AKAP4	0	0	0
AKAP5	25.307819013863	0	8.21877918007167
AKAP6	75.334903111034	0	37.8063842283297
AKAP7	16.4795100555387	33.0851632924701	85.4753034727454
AKAP8	255.43240586085	238.407794313387	305.738585498666
AKAP8L	343.715495444093	126.502094941797	210.400747009835
AKAP9	1383.6902907347	693.815336103858	1124.3289918338
AKIP1	121.830663624875	180.022212032558	98.6253501608601
AKIRIN1	255.43240586085	222.838305705166	159.44431609339
AKIRIN2	151.258360152623	56.4393962048019	96.9815943248457
AKNA	38.8445594166269	0	67.3939892765877
AKNAD1	10.0054168194342	0	0
AKR1A1	352.543804402417	104.120955067479	136.43173438919
